epoch,train_loss,train_data_loss,train_biology_loss,train_mae,train_mape,mean_alpha,mean_K,mean_beta_start,mean_beta_end,mean_t_switch
267,0.159911,0.159868,0.004272,0.856177,57.8795,9.5297,5.1572,0.8186,0.7501,0.6475
268,0.159871,0.159789,0.008165,0.855772,58.1932,9.5638,5.1723,0.8249,0.7437,0.6515
269,0.159806,0.159806,0.000000,0.855925,57.5887,9.5682,5.1720,0.8365,0.7491,0.6452
270,0.159724,0.159715,0.000948,0.855788,58.3147,9.6067,5.1715,0.8559,0.7621,0.6488
271,0.159907,0.159755,0.015183,0.855563,57.5253,9.6175,5.1840,0.8187,0.7781,0.6448
272,0.159845,0.159816,0.002921,0.856316,58.7876,9.6552,5.1779,0.7980,0.7729,0.6517
273,0.159766,0.159732,0.003387,0.854696,57.4739,9.6668,5.1859,0.7869,0.7544,0.6544
274,0.159598,0.159597,0.000113,0.854763,58.4403,9.6835,5.1791,0.7876,0.7425,0.6516
275,0.159588,0.159550,0.003778,0.852243,57.5094,9.7095,5.1947,0.8005,0.7426,0.6511
276,0.159551,0.159527,0.002422,0.853532,58.0251,9.7276,5.1883,0.8075,0.7557,0.6499
277,0.159461,0.159461,0.000000,0.851976,57.4725,9.7544,5.2036,0.8078,0.7705,0.6486
278,0.159421,0.159368,0.005240,0.852233,58.4157,9.7745,5.2039,0.8210,0.7882,0.6498
279,0.159392,0.159349,0.004270,0.851497,57.0786,9.7907,5.2071,0.8245,0.7823,0.6513
280,0.159305,0.159304,0.000172,0.851870,58.3708,9.8289,5.2098,0.8292,0.7910,0.6478
281,0.159334,0.159288,0.004585,0.850761,57.0196,9.8519,5.2163,0.8239,0.7861,0.6490
282,0.159313,0.159227,0.008539,0.851102,58.3650,9.8869,5.2257,0.7942,0.7656,0.6484
283,0.159320,0.159254,0.006626,0.850571,57.6281,9.8927,5.2115,0.7802,0.7707,0.6508
284,0.159239,0.159239,0.000000,0.850138,57.8071,9.9243,5.2267,0.7874,0.7826,0.6507
285,0.159117,0.159117,0.000000,0.850093,57.5755,9.9397,5.2247,0.8013,0.8001,0.6477
286,0.159150,0.159014,0.013624,0.848713,57.8956,9.9714,5.2414,0.8050,0.7936,0.6490
287,0.159109,0.159044,0.006522,0.849559,57.3698,9.9463,5.2320,0.8009,0.8027,0.6497
288,0.159125,0.159045,0.007999,0.848493,57.9573,9.9522,5.2474,0.7975,0.7972,0.6501
289,0.159080,0.159080,0.000000,0.848990,57.5198,9.9575,5.2388,0.8086,0.8037,0.6473
290,0.158993,0.158985,0.000858,0.847973,57.8860,9.9914,5.2593,0.8238,0.7909,0.6486
291,0.159015,0.158948,0.006668,0.848074,57.8063,9.9944,5.2467,0.8417,0.8003,0.6483
292,0.158990,0.158925,0.006535,0.847876,57.5243,10.0275,5.2625,0.8193,0.8129,0.6494
293,0.158992,0.158919,0.007312,0.847652,57.8809,10.0399,5.2539,0.7709,0.8085,0.6480
294,0.158987,0.158973,0.001437,0.847394,57.6968,10.0762,5.2616,0.7636,0.7967,0.6487
295,0.158960,0.158960,0.000000,0.847116,57.6789,10.0922,5.2675,0.7718,0.8001,0.6465
296,0.158939,0.158885,0.005442,0.846574,57.9390,10.1188,5.2743,0.7870,0.8128,0.6491
297,0.158974,0.158940,0.003431,0.846919,57.5335,10.0982,5.2738,0.8033,0.8213,0.6499
298,0.158996,0.158931,0.006503,0.846459,58.0349,10.0988,5.2756,0.7983,0.7930,0.6483
299,0.159112,0.159092,0.002074,0.846946,57.7179,10.0882,5.2579,0.7859,0.7720,0.6469
300,0.158991,0.158952,0.003961,0.846537,58.2434,10.1207,5.2753,0.7949,0.7537,0.6536
301,0.158886,0.158800,0.008559,0.844962,57.5893,10.1156,5.2732,0.8081,0.7373,0.6522
302,0.158749,0.158736,0.001273,0.845965,57.9541,10.1454,5.2711,0.8083,0.7388,0.6540
303,0.158644,0.158628,0.001572,0.843752,57.4296,10.1666,5.2847,0.8088,0.7495,0.6523
304,0.158665,0.158605,0.006020,0.845100,57.9526,10.1973,5.2762,0.8144,0.7660,0.6502
305,0.158576,0.158541,0.003576,0.843040,57.5455,10.2199,5.2925,0.7763,0.7817,0.6510
306,0.158605,0.158605,0.000000,0.844733,58.0442,10.2523,5.2815,0.7662,0.8003,0.6510
307,0.158574,0.158512,0.006252,0.842942,57.4875,10.2364,5.3033,0.7712,0.7505,0.6508
308,0.158637,0.158600,0.003729,0.843863,58.4357,10.2373,5.2908,0.7879,0.7397,0.6474
309,0.158663,0.158632,0.003087,0.842415,57.0362,10.2419,5.3075,0.7938,0.7445,0.6506
310,0.158594,0.158589,0.000527,0.842816,58.2901,10.2721,5.2977,0.7965,0.7606,0.6461
311,0.158579,0.158579,0.000000,0.841566,57.2533,10.2824,5.3123,0.8066,0.7746,0.6485
312,0.158500,0.158465,0.003459,0.841665,58.0730,10.3232,5.3142,0.8124,0.7934,0.6485
313,0.158410,0.158343,0.006674,0.840026,57.3759,10.3235,5.3212,0.7956,0.8096,0.6513
314,0.158385,0.158308,0.007684,0.841382,57.9904,10.3600,5.3191,0.7883,0.7874,0.6497
315,0.158307,0.158304,0.000276,0.839401,57.3039,10.3827,5.3303,0.7819,0.7829,0.6467
316,0.158297,0.158277,0.002081,0.840876,58.1179,10.4100,5.3254,0.7931,0.7690,0.6471
317,0.158224,0.158214,0.000980,0.839210,57.2873,10.4329,5.3344,0.7842,0.7754,0.6459
318,0.158244,0.158140,0.010432,0.839536,58.1671,10.4310,5.3399,0.7775,0.7889,0.6495
319,0.158202,0.158202,0.000000,0.838973,57.1985,10.4211,5.3398,0.7777,0.8056,0.6512
320,0.158120,0.158097,0.002334,0.839093,57.9853,10.4459,5.3407,0.7811,0.8230,0.6495
321,0.158209,0.158101,0.010724,0.838392,57.4384,10.4633,5.3466,0.7795,0.7995,0.6494
322,0.158100,0.158100,0.000000,0.838516,58.0636,10.4998,5.3570,0.7921,0.7958,0.6469
323,0.158065,0.158031,0.003399,0.837629,57.5870,10.5067,5.3590,0.7884,0.8072,0.6491
324,0.158048,0.158037,0.001172,0.838197,57.7686,10.5404,5.3631,0.7924,0.7970,0.6495
325,0.158004,0.157977,0.002745,0.837544,57.6437,10.5544,5.3654,0.7898,0.8067,0.6459
326,0.158059,0.157934,0.012528,0.837204,57.9149,10.5879,5.3804,0.7859,0.8196,0.6501
327,0.157980,0.157959,0.002143,0.837420,57.5696,10.5892,5.3712,0.7812,0.7977,0.6494
328,0.158019,0.157953,0.006627,0.836914,57.9288,10.6001,5.3852,0.7932,0.7922,0.6499
329,0.157984,0.157969,0.001491,0.837089,57.5590,10.5790,5.3715,0.7841,0.8048,0.6489
330,0.157916,0.157916,0.000000,0.836037,57.9077,10.6193,5.3945,0.7904,0.8189,0.6504
331,0.157931,0.157839,0.009271,0.835917,57.8570,10.6214,5.3924,0.7946,0.8371,0.6506
332,0.157920,0.157862,0.005866,0.835565,57.7406,10.6491,5.3992,0.7820,0.8547,0.6508
333,0.157975,0.157931,0.004372,0.835333,57.8681,10.6664,5.3990,0.7806,0.8479,0.6513
334,0.158083,0.158017,0.006647,0.835094,57.6745,10.6903,5.3985,0.7719,0.8171,0.6484
335,0.158011,0.158011,0.000000,0.834297,57.7865,10.7178,5.4135,0.7718,0.8103,0.6479
336,0.157851,0.157795,0.005608,0.833710,57.7836,10.7351,5.4131,0.7752,0.8213,0.6504
337,0.157687,0.157687,0.000000,0.833301,57.5335,10.7548,5.4189,0.7741,0.8362,0.6517
338,0.157576,0.157525,0.005194,0.832868,57.7378,10.7537,5.4186,0.7859,0.8545,0.6499
339,0.157573,0.157533,0.004061,0.832383,57.5243,10.7570,5.4248,0.7876,0.8720,0.6507
340,0.157465,0.157461,0.000465,0.831937,57.6362,10.7827,5.4332,0.7912,0.8732,0.6491
341,0.157511,0.157417,0.009429,0.831333,57.8589,10.8010,5.4406,0.8049,0.8323,0.6510
342,0.157558,0.157490,0.006786,0.831944,57.4275,10.8252,5.4322,0.7891,0.8223,0.6480
343,0.157521,0.157500,0.002110,0.831252,57.8697,10.8529,5.4399,0.7784,0.7856,0.6513
344,0.157511,0.157509,0.000223,0.831679,57.4112,10.8554,5.4131,0.7669,0.7902,0.6446
345,0.157445,0.157438,0.000652,0.831159,57.9864,10.9008,5.4499,0.7540,0.8000,0.6554
346,0.157437,0.157389,0.004797,0.830298,57.5448,10.9004,5.4303,0.7521,0.8190,0.6495
347,0.157403,0.157358,0.004508,0.830492,57.7342,10.9332,5.4466,0.7557,0.8156,0.6575
348,0.157374,0.157313,0.006129,0.829569,57.6156,10.9266,5.4440,0.7527,0.8020,0.6476
349,0.157373,0.157353,0.001955,0.830110,57.9133,10.9337,5.4466,0.7654,0.7806,0.6529
350,0.157325,0.157325,0.000000,0.829513,57.6077,10.9498,5.4531,0.7782,0.7875,0.6452
351,0.157275,0.157233,0.004241,0.829042,57.9389,10.9735,5.4626,0.7972,0.7998,0.6487
352,0.157213,0.157196,0.001744,0.829155,57.4732,10.9900,5.4615,0.7991,0.8190,0.6385
353,0.157141,0.157093,0.004766,0.828146,57.7363,11.0236,5.4689,0.7958,0.8370,0.6347
354,0.157159,0.157081,0.007772,0.828231,57.6315,11.0457,5.4715,0.7667,0.8400,0.6256
355,0.157162,0.157089,0.007316,0.828069,57.8674,11.0763,5.4780,0.7481,0.8070,0.6328
356,0.157116,0.157076,0.003945,0.827475,57.9013,11.0990,5.4849,0.7428,0.7633,0.6306
357,0.157058,0.157054,0.000363,0.827205,57.4493,11.1243,5.4863,0.7539,0.7377,0.6342
358,0.156990,0.156950,0.003985,0.826446,57.8089,11.1207,5.4809,0.7576,0.7431,0.6280
359,0.157011,0.156987,0.002456,0.825797,57.5208,11.1296,5.4910,0.7439,0.7554,0.6304
360,0.156941,0.156925,0.001582,0.825442,57.7389,11.1492,5.4958,0.7411,0.7553,0.6296
361,0.156918,0.156887,0.003149,0.824724,57.6458,11.1687,5.5044,0.7521,0.7608,0.6311
362,0.156871,0.156855,0.001633,0.824983,57.4885,11.1961,5.5023,0.7666,0.7548,0.6287
363,0.156794,0.156786,0.000736,0.824050,57.6377,11.2299,5.5135,0.7821,0.7617,0.6296
364,0.156810,0.156772,0.003753,0.824027,57.4113,11.2635,5.5137,0.7897,0.7783,0.6299
365,0.156737,0.156737,0.000000,0.823612,57.8276,11.2843,5.5221,0.7900,0.7954,0.6338
366,0.156868,0.156714,0.015431,0.822636,57.6046,11.3139,5.5280,0.7468,0.7902,0.6319
367,0.156966,0.156928,0.003739,0.824588,57.8382,11.3240,5.5213,0.7230,0.7808,0.6373
368,0.156978,0.156960,0.001846,0.822092,57.2245,11.3444,5.5384,0.7256,0.7864,0.6270
369,0.157054,0.156951,0.010254,0.823855,58.3100,11.3308,5.5386,0.7292,0.7775,0.6373
370,0.156960,0.156960,0.000000,0.821937,57.2209,11.3585,5.5433,0.7280,0.7865,0.6304
371,0.156800,0.156785,0.001472,0.822994,58.0754,11.3746,5.5450,0.7388,0.8015,0.6340
372,0.156628,0.156628,0.000000,0.821322,57.2396,11.4066,5.5510,0.7527,0.8203,0.6292
373,0.156465,0.156455,0.001026,0.821453,57.9572,11.4374,5.5615,0.7557,0.8209,0.6351
374,0.156497,0.156399,0.009874,0.820214,57.4769,11.4556,5.5602,0.7590,0.8047,0.6308
375,0.156476,0.156422,0.005418,0.821285,57.7234,11.4855,5.5608,0.7643,0.8118,0.6348
376,0.156430,0.156372,0.005799,0.819095,57.2931,11.5183,5.5739,0.7426,0.8045,0.6299
377,0.156431,0.156431,0.000000,0.821244,58.0739,11.5436,5.5630,0.7407,0.8148,0.6315
378,0.156412,0.156387,0.002476,0.818864,57.0251,11.5531,5.5940,0.7260,0.8289,0.6306
379,0.156493,0.156434,0.005895,0.821076,58.6715,11.5458,5.5747,0.7317,0.8508,0.6328
380,0.156535,0.156472,0.006264,0.819466,56.7907,11.5669,5.6017,0.7197,0.8490,0.6319
381,0.156477,0.156451,0.002581,0.820664,58.7254,11.5823,5.5848,0.7071,0.8607,0.6285
382,0.156423,0.156369,0.005394,0.818355,57.0455,11.6086,5.6012,0.7121,0.8510,0.6291
383,0.156295,0.156266,0.002861,0.819284,58.2106,11.6315,5.5986,0.7265,0.8403,0.6301
384,0.156205,0.156162,0.004336,0.816444,57.3696,11.6606,5.6126,0.7415,0.8472,0.6308
385,0.156123,0.156123,0.000000,0.817768,57.5097,11.6832,5.6100,0.7594,0.8632,0.6338
386,0.156031,0.155975,0.005596,0.815781,57.3781,11.7208,5.6203,0.7663,0.8823,0.6306
387,0.156041,0.155964,0.007664,0.816339,57.5637,11.7500,5.6213,0.7346,0.8834,0.6327
388,0.155962,0.155961,0.000114,0.815315,57.5810,11.7569,5.6322,0.7179,0.8849,0.6297
389,0.156013,0.155946,0.006746,0.815400,57.7612,11.7535,5.6310,0.7257,0.8391,0.6329
390,0.156040,0.155974,0.006522,0.815566,57.3770,11.7598,5.6137,0.7159,0.7531,0.6269
391,0.155977,0.155958,0.001937,0.815497,57.8507,11.8068,5.6307,0.7118,0.7351,0.6329
392,0.155997,0.155997,0.000000,0.814744,57.3623,11.8202,5.6231,0.7070,0.7419,0.6306
393,0.155927,0.155912,0.001506,0.814724,57.8645,11.8577,5.6373,0.7186,0.7378,0.6379
394,0.155931,0.155878,0.005325,0.813439,57.5691,11.8782,5.6456,0.7189,0.7432,0.6341
395,0.155934,0.155934,0.000000,0.814779,57.6453,11.9041,5.6393,0.7236,0.7577,0.6362
396,0.155874,0.155864,0.000970,0.812858,57.5301,11.9407,5.6554,0.7339,0.7750,0.6305
397,0.155947,0.155871,0.007525,0.814106,57.6710,11.9709,5.6513,0.7422,0.7712,0.6342
398,0.155952,0.155868,0.008406,0.812209,57.6370,12.0059,5.6711,0.7205,0.7555,0.6304
399,0.155962,0.155870,0.009287,0.813366,58.0400,11.9954,5.6641,0.7197,0.7626,0.6354
400,0.155896,0.155859,0.003651,0.811755,57.1355,12.0001,5.6770,0.7290,0.7576,0.6331
401,0.155760,0.155760,0.000000,0.812887,58.0146,12.0262,5.6779,0.7451,0.7644,0.6294
402,0.155759,0.155634,0.012510,0.810380,57.4227,12.0502,5.6967,0.7146,0.7779,0.6310
403,0.155737,0.155737,0.000000,0.812674,57.9993,12.0748,5.6836,0.6928,0.7968,0.6344
404,0.155702,0.155655,0.004697,0.810542,57.4093,12.0971,5.6972,0.6940,0.7922,0.6321
405,0.155660,0.155660,0.000000,0.812071,57.9624,12.1321,5.6899,0.7085,0.8030,0.6317
406,0.155600,0.155537,0.006293,0.809494,57.3156,12.1642,5.7173,0.7214,0.7745,0.6324
407,0.155595,0.155528,0.006710,0.810712,58.2060,12.1872,5.7046,0.7407,0.7740,0.6298
408,0.155578,0.155509,0.006900,0.809049,56.9135,12.2127,5.7228,0.7282,0.7841,0.6320
409,0.155544,0.155470,0.007402,0.809765,58.1922,12.2214,5.7155,0.7013,0.8026,0.6296
410,0.155492,0.155492,0.000000,0.807809,57.0326,12.2299,5.7297,0.6939,0.8196,0.6340
411,0.155412,0.155374,0.003835,0.808699,58.0062,12.2530,5.7262,0.7041,0.8178,0.6325
412,0.155376,0.155314,0.006186,0.806424,57.3441,12.2815,5.7455,0.7183,0.8266,0.6328
413,0.155359,0.155300,0.005870,0.807924,57.5999,12.3085,5.7409,0.7272,0.8005,0.6322
414,0.155312,0.155283,0.002859,0.806420,57.4519,12.3399,5.7480,0.7269,0.7986,0.6270
415,0.155262,0.155247,0.001527,0.806903,57.5853,12.3725,5.7496,0.7164,0.8106,0.6299
416,0.155187,0.155187,0.000000,0.806199,57.4321,12.4072,5.7604,0.7194,0.8283,0.6283
417,0.155182,0.155096,0.008593,0.805438,57.6769,12.4343,5.7679,0.7190,0.8469,0.6317
418,0.155132,0.155096,0.003569,0.805850,57.2581,12.4652,5.7695,0.7215,0.8446,0.6305
419,0.155137,0.155018,0.011930,0.804763,57.5753,12.4787,5.7795,0.7047,0.8544,0.6326
420,0.155137,0.155089,0.004786,0.805465,57.5596,12.4843,5.7723,0.6889,0.8533,0.6307
421,0.155107,0.155081,0.002595,0.804288,57.5772,12.5163,5.7937,0.6953,0.8354,0.6303
422,0.155101,0.155057,0.004430,0.804773,57.8512,12.5344,5.7881,0.7099,0.8437,0.6304
423,0.155082,0.155082,0.000000,0.803928,57.1418,12.5647,5.8015,0.7260,0.8582,0.6313
424,0.155044,0.154976,0.006782,0.804388,57.8732,12.6005,5.7989,0.7200,0.8632,0.6293
425,0.155125,0.155081,0.004390,0.803433,57.2759,12.6328,5.8141,0.7064,0.8162,0.6318
426,0.155078,0.155065,0.001379,0.804316,58.1444,12.6672,5.8130,0.7151,0.7971,0.6298
427,0.155111,0.155054,0.005722,0.802931,57.3713,12.6858,5.8333,0.7050,0.7955,0.6313
428,0.155133,0.155078,0.005464,0.804793,58.0519,12.7021,5.8176,0.7119,0.8110,0.6310
429,0.155129,0.155042,0.008628,0.802826,57.3437,12.6886,5.8442,0.7221,0.8018,0.6305
430,0.155155,0.155061,0.009337,0.804367,58.1783,12.6959,5.8325,0.7112,0.8140,0.6299
431,0.154990,0.154990,0.000000,0.801965,57.3756,12.7157,5.8635,0.6944,0.8283,0.6329
432,0.154951,0.154836,0.011515,0.802472,58.2114,12.7330,5.8587,0.6892,0.8261,0.6327
433,0.154892,0.154857,0.003513,0.800883,57.0930,12.7576,5.8681,0.6893,0.8156,0.6338
434,0.154814,0.154761,0.005307,0.801141,57.7846,12.7832,5.8769,0.7003,0.8211,0.6279
435,0.154820,0.154703,0.011683,0.799256,57.4722,12.7934,5.8875,0.7073,0.8272,0.6318
436,0.154744,0.154735,0.000899,0.800300,57.5576,12.8135,5.8869,0.7081,0.7752,0.6298
437,0.154706,0.154689,0.001732,0.800042,57.5313,12.8249,5.8736,0.7201,0.7720,0.6292
438,0.154665,0.154665,0.000000,0.799647,57.3703,12.8771,5.9010,0.7354,0.7826,0.6343
439,0.154624,0.154551,0.007317,0.799258,57.5480,12.8689,5.8881,0.7523,0.7587,0.6345
440,0.154755,0.154638,0.011778,0.798794,57.4724,12.8862,5.9044,0.7118,0.7551,0.6335
441,0.154745,0.154700,0.004488,0.798723,57.5507,12.8947,5.9105,0.6797,0.7666,0.6369
442,0.154749,0.154695,0.005390,0.797747,57.7031,12.9145,5.9228,0.6673,0.7831,0.6361
443,0.154689,0.154689,0.000000,0.798870,57.4634,12.9388,5.9260,0.6761,0.8013,0.6376
444,0.154594,0.154559,0.003544,0.797381,57.5360,12.9770,5.9451,0.6886,0.7960,0.6324
445,0.154571,0.154507,0.006416,0.797771,57.7842,13.0007,5.9443,0.7060,0.8069,0.6343
446,0.154647,0.154489,0.015862,0.796755,57.1164,13.0198,5.9553,0.7136,0.7816,0.6339
447,0.154563,0.154539,0.002365,0.797368,57.8001,13.0395,5.9548,0.7150,0.7794,0.6306
448,0.154598,0.154543,0.005481,0.796129,57.1658,13.0694,5.9717,0.7120,0.7904,0.6317
449,0.154531,0.154520,0.001161,0.797256,57.8220,13.0799,5.9769,0.7145,0.8084,0.6308
450,0.154534,0.154475,0.005978,0.795400,57.4865,13.0883,5.9970,0.7265,0.8258,0.6340
451,0.154532,0.154488,0.004350,0.796854,57.5140,13.1129,5.9899,0.7153,0.8222,0.6349
452,0.154552,0.154481,0.007102,0.795465,57.7662,13.1248,5.9991,0.6991,0.8324,0.6353
453,0.154672,0.154568,0.010398,0.795777,57.2598,13.1468,5.9975,0.6838,0.8085,0.6352
454,0.154642,0.154589,0.005269,0.795206,57.9475,13.1161,6.0220,0.6840,0.8045,0.6347
455,0.154610,0.154560,0.005058,0.794806,57.2450,13.0909,6.0219,0.6839,0.8177,0.6338
456,0.154537,0.154537,0.000000,0.795331,57.8592,13.0926,6.0352,0.6849,0.8333,0.6365
457,0.154514,0.154470,0.004415,0.794656,57.1242,13.1264,6.0349,0.6887,0.8535,0.6313
458,0.154516,0.154473,0.004258,0.794675,58.1209,13.1411,6.0498,0.6866,0.8719,0.6357
459,0.154530,0.154471,0.005891,0.794312,57.2505,13.1206,6.0454,0.6993,0.8136,0.6345
460,0.154519,0.154473,0.004587,0.794035,58.1984,13.1246,6.0692,0.7138,0.7622,0.6312
461,0.154459,0.154455,0.000375,0.794430,57.2242,13.1397,6.0636,0.7135,0.7599,0.6348
462,0.154369,0.154360,0.000917,0.793614,57.7179,13.1718,6.0836,0.7043,0.7713,0.6298
463,0.154368,0.154344,0.002350,0.793949,57.7715,13.2003,6.0781,0.6885,0.7885,0.6323
464,0.154327,0.154287,0.004003,0.792567,57.5487,13.2158,6.0992,0.6833,0.8063,0.6306
465,0.154269,0.154232,0.003709,0.792689,57.9358,13.2180,6.0977,0.6962,0.8261,0.6337
466,0.154282,0.154200,0.008144,0.791583,57.1749,13.2422,6.1148,0.6862,0.8019,0.6315
467,0.154282,0.154218,0.006367,0.792718,57.9509,13.2739,6.1112,0.6916,0.7795,0.6300
468,0.154292,0.154260,0.003174,0.791218,57.1253,13.3120,6.1316,0.6944,0.7812,0.6306
469,0.154221,0.154217,0.000370,0.792026,58.0060,13.3392,6.1247,0.6950,0.7963,0.6311
470,0.154254,0.154175,0.007893,0.790303,57.0902,13.3322,6.1403,0.6919,0.8123,0.6326
471,0.154187,0.154187,0.000000,0.791254,57.9745,13.3250,6.1428,0.6941,0.8325,0.6315
472,0.154154,0.154108,0.004602,0.788703,57.2708,13.3409,6.1644,0.6865,0.8324,0.6332
473,0.154168,0.154161,0.000738,0.791055,57.7176,13.3612,6.1613,0.6793,0.8198,0.6315
474,0.154198,0.154136,0.006243,0.788684,57.4335,13.3990,6.1834,0.6741,0.8011,0.6302
475,0.154172,0.154128,0.004348,0.789959,57.9394,13.4138,6.1789,0.6860,0.8081,0.6329
476,0.154150,0.154115,0.003476,0.788524,57.0612,13.4289,6.1886,0.7010,0.8224,0.6328
477,0.154038,0.154038,0.000000,0.789098,57.7033,13.4446,6.1979,0.7177,0.8411,0.6322
478,0.154027,0.153939,0.008771,0.787190,57.3982,13.4692,6.2155,0.7207,0.8600,0.6328
479,0.154053,0.153974,0.007872,0.788866,57.4418,13.4925,6.2164,0.6920,0.8616,0.6339
480,0.154025,0.153952,0.007344,0.787422,57.5778,13.5066,6.2268,0.6761,0.8479,0.6300
481,0.154055,0.154001,0.005398,0.788166,57.5327,13.5147,6.2266,0.6830,0.8227,0.6330
482,0.153995,0.153963,0.003229,0.787537,57.5486,13.5301,6.2341,0.6965,0.7830,0.6318
483,0.154026,0.153926,0.010002,0.787027,57.6082,13.5175,6.2242,0.6930,0.7847,0.6321
484,0.153948,0.153935,0.001341,0.787404,57.4355,13.5568,6.2496,0.6867,0.7974,0.6372
485,0.153906,0.153872,0.003432,0.786510,57.5626,13.5683,6.2432,0.6824,0.8150,0.6346
486,0.153908,0.153846,0.006247,0.786809,57.5525,13.6078,6.2560,0.6794,0.8148,0.6382
487,0.153835,0.153828,0.000695,0.786113,57.4667,13.6362,6.2676,0.6794,0.8002,0.6368
488,0.153917,0.153804,0.011326,0.786152,57.9030,13.6553,6.2694,0.6929,0.7826,0.6367
489,0.153888,0.153888,0.000000,0.786037,57.1958,13.6621,6.2786,0.7077,0.7884,0.6357
490,0.153890,0.153804,0.008612,0.785755,57.7248,13.6755,6.2887,0.7170,0.8033,0.6354
491,0.153876,0.153876,0.000000,0.786257,57.5087,13.6805,6.2990,0.7163,0.8213,0.6338
492,0.153833,0.153822,0.001112,0.785726,57.8289,13.7116,6.3106,0.7312,0.8216,0.6356
493,0.153938,0.153813,0.012479,0.785770,57.7955,13.7242,6.3179,0.7015,0.8299,0.6318
494,0.153978,0.153876,0.010189,0.785786,57.6381,13.6990,6.3181,0.6792,0.8092,0.6346
495,0.153959,0.153927,0.003160,0.785573,57.7895,13.6657,6.3269,0.6623,0.7550,0.6304
496,0.154003,0.153915,0.008873,0.784685,57.6018,13.5796,6.3377,0.6569,0.7494,0.6324
497,0.153819,0.153819,0.000000,0.784180,57.7422,13.5563,6.3519,0.6655,0.7607,0.6346
498,0.153752,0.153708,0.004420,0.782965,57.5139,13.5545,6.3575,0.6812,0.7767,0.6339
499,0.153717,0.153684,0.003240,0.783393,57.4165,13.5668,6.3577,0.6980,0.7765,0.6340
500,0.153663,0.153605,0.005770,0.781708,57.2436,13.5611,6.3733,0.7146,0.7829,0.6293
