epoch,train_loss,train_data_loss,train_biology_loss,train_mae,train_mape,mean_alpha,mean_K,mean_beta_start,mean_beta_end,mean_t_switch
59,0.214216,0.214103,0.011282,1.370607,59.6293,4.8044,3.3887,1.0112,0.9204,0.6627
60,0.212773,0.212737,0.003650,1.363140,59.4788,4.8483,3.4106,1.0181,0.8939,0.6596
61,0.211460,0.211445,0.001484,1.356381,59.5310,4.8765,3.4282,1.0138,0.8959,0.6538
62,0.210091,0.210025,0.006595,1.348325,59.5084,4.9158,3.4570,1.0197,0.8760,0.6627
63,0.208736,0.208710,0.002586,1.340480,59.4460,4.9535,3.4719,1.0226,0.8757,0.6610
64,0.207484,0.207484,0.000000,1.333208,59.2012,4.9976,3.5009,1.0273,0.8845,0.6627
65,0.206215,0.206084,0.013130,1.325081,59.4281,5.0412,3.5356,1.0100,0.8781,0.6592
66,0.204957,0.204928,0.002928,1.318216,59.5424,5.0832,3.5562,0.9866,0.8798,0.6590
67,0.203753,0.203753,0.000000,1.311296,59.4881,5.1222,3.5811,0.9885,0.8903,0.6573
68,0.202499,0.202427,0.007264,1.303406,59.6268,5.1638,3.6146,0.9982,0.9031,0.6579
69,0.201298,0.201231,0.006657,1.296330,59.5959,5.2016,3.6340,1.0016,0.8893,0.6569
70,0.200136,0.200136,0.000000,1.289638,59.5055,5.2288,3.6510,1.0065,0.8956,0.6560
71,0.198955,0.198868,0.008737,1.281514,59.5540,5.2623,3.6789,1.0181,0.9078,0.6564
72,0.197862,0.197709,0.015244,1.274359,59.4496,5.3018,3.7000,1.0002,0.9026,0.6574
73,0.196706,0.196706,0.000000,1.268235,59.5357,5.3429,3.7228,0.9955,0.9058,0.6579
74,0.195619,0.195492,0.012729,1.260126,59.5609,5.3828,3.7539,1.0041,0.9096,0.6566
75,0.194567,0.194415,0.015129,1.253153,59.5047,5.4208,3.7727,0.9938,0.8799,0.6546
76,0.193470,0.193470,0.000000,1.246880,59.6413,5.4451,3.7809,0.9743,0.8829,0.6480
77,0.192482,0.192353,0.012938,1.238694,59.7553,5.4877,3.8151,0.9786,0.8933,0.6513
78,0.191471,0.191384,0.008665,1.232158,59.4836,5.5149,3.8228,0.9901,0.8625,0.6407
79,0.190541,0.190499,0.004169,1.225915,59.5189,5.5337,3.8334,0.9869,0.8288,0.6258
80,0.189578,0.189523,0.005503,1.218186,59.6189,5.5653,3.8589,0.9884,0.8270,0.6298
81,0.188667,0.188642,0.002532,1.211408,59.3381,5.6032,3.8846,0.9888,0.8262,0.6343
82,0.187806,0.187684,0.012200,1.204028,59.6682,5.6360,3.9088,0.9753,0.8092,0.6374
83,0.186963,0.186873,0.009015,1.197960,59.3027,5.6693,3.9236,0.9664,0.8169,0.6412
84,0.186112,0.185999,0.011310,1.190043,59.5780,5.7059,3.9504,0.9538,0.8134,0.6408
85,0.185263,0.185263,0.000000,1.184213,59.3301,5.7322,3.9661,0.9604,0.8204,0.6362
86,0.184479,0.184385,0.009355,1.177490,59.4339,5.7641,3.9902,0.9724,0.8052,0.6351
87,0.183817,0.183715,0.010213,1.171866,59.2818,5.7992,4.0092,0.9620,0.7819,0.6362
88,0.183064,0.182998,0.006584,1.166075,59.5592,5.8140,4.0157,0.9557,0.7876,0.6351
89,0.182410,0.182338,0.007243,1.160235,59.1095,5.8407,4.0313,0.9524,0.8013,0.6382
90,0.181667,0.181607,0.006039,1.153705,59.4312,5.8750,4.0568,0.9433,0.8175,0.6370
91,0.181015,0.180981,0.003374,1.148620,59.2299,5.8977,4.0700,0.9515,0.8174,0.6363
92,0.180330,0.180300,0.003001,1.142393,59.3772,5.9284,4.0918,0.9648,0.8244,0.6321
93,0.179787,0.179688,0.009856,1.136843,59.0733,5.9606,4.1124,0.9515,0.8099,0.6385
94,0.179157,0.179113,0.004351,1.131708,59.5034,5.9911,4.1221,0.9336,0.8160,0.6409
95,0.178645,0.178579,0.006635,1.125655,59.0074,6.0229,4.1450,0.9192,0.8026,0.6453
96,0.178091,0.178055,0.003625,1.120462,59.6167,6.0368,4.1519,0.9079,0.8119,0.6376
97,0.177539,0.177533,0.000611,1.114784,59.0674,6.0610,4.1620,0.9164,0.8083,0.6366
98,0.176987,0.176987,0.000000,1.108944,59.2480,6.0935,4.1911,0.9299,0.8135,0.6337
99,0.176577,0.176466,0.011179,1.103652,59.3697,6.1122,4.2042,0.9363,0.8285,0.6412
100,0.176149,0.176065,0.008357,1.099087,58.9698,6.1308,4.2085,0.9326,0.8180,0.6370
101,0.175672,0.175654,0.001762,1.093485,59.3089,6.1673,4.2325,0.9103,0.8233,0.6354
102,0.175324,0.175324,0.000000,1.089752,59.0911,6.1897,4.2425,0.9078,0.8380,0.6390
103,0.174859,0.174859,0.000000,1.084931,59.1784,6.2175,4.2682,0.9178,0.8552,0.6349
104,0.174555,0.174426,0.012867,1.080475,59.2838,6.2374,4.2833,0.9039,0.8283,0.6382
105,0.174225,0.174225,0.000000,1.077688,59.1310,6.2565,4.2794,0.9022,0.8274,0.6354
106,0.173896,0.173827,0.006854,1.072178,58.9624,6.2763,4.2959,0.9008,0.8119,0.6386
107,0.173607,0.173607,0.000000,1.068903,59.2182,6.3139,4.3083,0.8965,0.8161,0.6373
108,0.173261,0.173261,0.000000,1.064913,59.0806,6.3220,4.3163,0.9069,0.8302,0.6394
109,0.172996,0.172914,0.008141,1.061538,59.2935,6.3489,4.3365,0.9071,0.8457,0.6457
110,0.172673,0.172656,0.001653,1.059480,58.9174,6.3477,4.3221,0.9014,0.8458,0.6432
111,0.172360,0.172360,0.000000,1.055884,59.1487,6.3842,4.3568,0.9039,0.8517,0.6467
112,0.172193,0.172033,0.015921,1.052489,59.1889,6.4040,4.3693,0.9065,0.8669,0.6495
113,0.171898,0.171866,0.003254,1.051009,59.1104,6.4177,4.3684,0.9039,0.8322,0.6483
114,0.171650,0.171631,0.001866,1.047982,59.3150,6.4415,4.3798,0.9153,0.8301,0.6433
115,0.171457,0.171429,0.002761,1.045149,58.8206,6.4535,4.3795,0.9114,0.8416,0.6453
116,0.171170,0.171145,0.002432,1.042594,59.2157,6.4900,4.4024,0.8921,0.8576,0.6472
117,0.171122,0.170949,0.017314,1.039194,59.1571,6.5063,4.4182,0.8727,0.8490,0.6513
118,0.170847,0.170847,0.000000,1.037585,59.1884,6.5342,4.4255,0.8637,0.8112,0.6473
119,0.170619,0.170598,0.002061,1.034415,59.1462,6.5484,4.4329,0.8724,0.8126,0.6458
120,0.170450,0.170425,0.002525,1.032356,59.0286,6.5766,4.4406,0.8876,0.7997,0.6399
121,0.170185,0.170185,0.000000,1.029424,59.1523,6.5994,4.4593,0.9042,0.8050,0.6383
122,0.170068,0.169957,0.011037,1.026641,59.2077,6.6234,4.4732,0.9120,0.7917,0.6410
123,0.169967,0.169877,0.008920,1.025336,58.9704,6.6270,4.4632,0.9095,0.7820,0.6430
124,0.169811,0.169739,0.007197,1.022026,59.1585,6.6555,4.4794,0.8881,0.7838,0.6370
125,0.169626,0.169626,0.000000,1.020534,59.0525,6.6742,4.4845,0.8870,0.7963,0.6419
126,0.169457,0.169424,0.003291,1.017840,59.2113,6.6992,4.5011,0.8779,0.8130,0.6356
127,0.169357,0.169250,0.010798,1.015648,59.2460,6.7213,4.5109,0.8859,0.8042,0.6494
128,0.169267,0.169205,0.006266,1.013620,58.9590,6.7446,4.5192,0.8776,0.8115,0.6399
129,0.169116,0.169085,0.003032,1.011535,59.2766,6.7703,4.5300,0.8657,0.8247,0.6487
130,0.168965,0.168933,0.003200,1.009044,59.0087,6.7865,4.5324,0.8732,0.8233,0.6416
131,0.168758,0.168724,0.003394,1.006951,59.2151,6.8106,4.5510,0.8719,0.8021,0.6419
132,0.168648,0.168578,0.007022,1.004229,59.3514,6.8182,4.5442,0.8770,0.8086,0.6371
133,0.168465,0.168456,0.000910,1.001972,58.8163,6.8406,4.5569,0.8818,0.8209,0.6417
134,0.168332,0.168259,0.007304,0.999358,59.2680,6.8641,4.5656,0.8684,0.8129,0.6398
135,0.168216,0.168216,0.000000,0.997600,58.9997,6.8868,4.5711,0.8700,0.8191,0.6461
136,0.168022,0.168015,0.000675,0.994751,59.0835,6.9100,4.5878,0.8612,0.8150,0.6425
137,0.167963,0.167900,0.006297,0.993044,59.3529,6.9341,4.5927,0.8694,0.8201,0.6466
138,0.167774,0.167774,0.000000,0.990305,58.8641,6.9554,4.6053,0.8829,0.8339,0.6415
139,0.167631,0.167552,0.007912,0.988425,59.2181,6.9783,4.6102,0.8746,0.8508,0.6464
140,0.167519,0.167479,0.004056,0.985458,59.0451,7.0046,4.6232,0.8486,0.8422,0.6439
141,0.167446,0.167393,0.005239,0.984099,59.3245,7.0113,4.6167,0.8467,0.8275,0.6458
142,0.167324,0.167263,0.006095,0.980224,59.1620,7.0441,4.6389,0.8582,0.8306,0.6441
143,0.167161,0.167132,0.002887,0.978943,58.9101,7.0546,4.6379,0.8753,0.8254,0.6470
144,0.166939,0.166929,0.001034,0.975716,59.0856,7.0797,4.6463,0.8826,0.8303,0.6407
145,0.166832,0.166832,0.000000,0.973796,58.9663,7.1016,4.6551,0.8830,0.8435,0.6438
146,0.166651,0.166634,0.001683,0.970869,59.1930,7.1292,4.6731,0.8837,0.8605,0.6430
147,0.166590,0.166492,0.009878,0.968374,59.1342,7.1457,4.6802,0.8527,0.8782,0.6462
148,0.166481,0.166430,0.005056,0.966822,59.1569,7.1764,4.6827,0.8448,0.8723,0.6483
149,0.166299,0.166264,0.003462,0.963325,58.8777,7.1960,4.6976,0.8525,0.8534,0.6434
150,0.166256,0.166167,0.008878,0.962327,59.2289,7.2146,4.6850,0.8587,0.8419,0.6420
151,0.166061,0.166051,0.000969,0.958104,58.8513,7.2389,4.7099,0.8567,0.8424,0.6421
152,0.165919,0.165909,0.000999,0.957219,59.2708,7.2626,4.7043,0.8583,0.8566,0.6434
153,0.165747,0.165747,0.000000,0.953178,58.7709,7.2842,4.7280,0.8625,0.8721,0.6454
154,0.165601,0.165553,0.004779,0.951333,59.4215,7.3098,4.7320,0.8780,0.8909,0.6471
155,0.165526,0.165416,0.010951,0.948277,58.5619,7.3253,4.7430,0.8784,0.8841,0.6464
156,0.165357,0.165271,0.008501,0.946235,59.3573,7.3622,4.7506,0.8742,0.8743,0.6439
157,0.165241,0.165241,0.000000,0.943218,58.6026,7.3787,4.7609,0.8698,0.8771,0.6416
158,0.165085,0.165048,0.003706,0.941337,59.4139,7.4090,4.7718,0.8707,0.8646,0.6441
159,0.165031,0.164945,0.008633,0.938218,58.9488,7.4114,4.7660,0.8542,0.8731,0.6423
160,0.164902,0.164902,0.000000,0.936855,59.0692,7.4515,4.7771,0.8601,0.8869,0.6494
161,0.164749,0.164696,0.005302,0.933634,58.8555,7.4566,4.7880,0.8615,0.8737,0.6435
162,0.164696,0.164619,0.007760,0.931201,59.5806,7.4919,4.7991,0.8634,0.8356,0.6482
163,0.164603,0.164510,0.009311,0.928900,58.5943,7.4772,4.7790,0.8588,0.8193,0.6450
164,0.164396,0.164374,0.002200,0.926291,59.3451,7.5224,4.8106,0.8507,0.8186,0.6478
165,0.164323,0.164248,0.007496,0.923165,58.8272,7.5262,4.8044,0.8533,0.8314,0.6482
166,0.164186,0.164168,0.001862,0.921639,59.0730,7.5555,4.8142,0.8574,0.8470,0.6474
167,0.164078,0.164020,0.005800,0.918651,58.8620,7.5742,4.8209,0.8565,0.8381,0.6462
168,0.163975,0.163962,0.001330,0.917354,59.1651,7.5916,4.8128,0.8691,0.8085,0.6437
169,0.163859,0.163841,0.001742,0.914087,58.6300,7.6202,4.8385,0.8640,0.7499,0.6460
170,0.163878,0.163779,0.009836,0.913164,59.4814,7.6404,4.8321,0.8609,0.7400,0.6449
171,0.163799,0.163758,0.004084,0.910280,58.3851,7.6613,4.8482,0.8470,0.7464,0.6478
172,0.163723,0.163654,0.006920,0.909324,59.4485,7.6883,4.8462,0.8381,0.7618,0.6465
173,0.163608,0.163608,0.000000,0.906301,58.4318,7.7031,4.8560,0.8322,0.7769,0.6482
174,0.163469,0.163466,0.000206,0.905567,59.4558,7.7302,4.8558,0.8437,0.7953,0.6466
175,0.163422,0.163402,0.001998,0.902753,58.3514,7.7490,4.8702,0.8588,0.7881,0.6477
176,0.163393,0.163297,0.009526,0.902097,59.3585,7.7805,4.8775,0.8646,0.7514,0.6445
177,0.163358,0.163298,0.006031,0.899842,58.7082,7.7854,4.8740,0.8717,0.7447,0.6451
178,0.163341,0.163269,0.007271,0.898875,58.8602,7.8182,4.8880,0.8780,0.7526,0.6496
179,0.163250,0.163197,0.005313,0.897419,58.9028,7.8195,4.8752,0.8603,0.7686,0.6441
180,0.163179,0.163179,0.000065,0.896415,58.9559,7.8546,4.8915,0.8387,0.7836,0.6475
181,0.163079,0.163079,0.000000,0.895061,58.7267,7.8692,4.8937,0.8404,0.8017,0.6480
182,0.163090,0.162970,0.012016,0.892923,59.0921,7.8948,4.9103,0.8408,0.7767,0.6480
183,0.163093,0.163056,0.003743,0.893341,58.6288,7.9117,4.9022,0.8378,0.7733,0.6467
184,0.163029,0.163010,0.001894,0.891209,59.1036,7.9361,4.9174,0.8329,0.7832,0.6447
185,0.163020,0.162993,0.002628,0.891389,58.7244,7.9544,4.9111,0.8461,0.7720,0.6499
186,0.162914,0.162914,0.000000,0.890121,59.1061,7.9603,4.9097,0.8599,0.7809,0.6442
187,0.162879,0.162816,0.006316,0.888581,58.7189,7.9886,4.9276,0.8633,0.7931,0.6527
188,0.162862,0.162813,0.004929,0.888651,59.0305,7.9937,4.9193,0.8456,0.8117,0.6467
189,0.162861,0.162787,0.007454,0.887038,58.6666,8.0211,4.9322,0.8327,0.7852,0.6504
190,0.162835,0.162835,0.000000,0.886933,59.1193,8.0376,4.9281,0.8391,0.7825,0.6421
191,0.162719,0.162719,0.000000,0.885291,58.5224,8.0598,4.9437,0.8549,0.7916,0.6456
192,0.162675,0.162595,0.008076,0.884315,59.1340,8.0749,4.9456,0.8499,0.8078,0.6443
193,0.162586,0.162586,0.000000,0.884216,58.4389,8.0978,4.9467,0.8588,0.8241,0.6475
194,0.162572,0.162459,0.011305,0.882859,58.9338,8.1188,4.9530,0.8505,0.8158,0.6425
195,0.162522,0.162521,0.000061,0.883121,58.6183,8.1307,4.9397,0.8399,0.8068,0.6454
196,0.162542,0.162484,0.005752,0.881441,58.8324,8.1610,4.9639,0.8305,0.7856,0.6448
197,0.162507,0.162463,0.004316,0.881497,58.8464,8.1657,4.9530,0.8337,0.7900,0.6465
198,0.162452,0.162452,0.000000,0.880593,58.5471,8.1918,4.9657,0.8470,0.8013,0.6461
199,0.162322,0.162320,0.000213,0.880080,58.6076,8.2058,4.9631,0.8543,0.8183,0.6450
200,0.162369,0.162314,0.005499,0.879325,58.7371,8.2346,4.9722,0.8427,0.8351,0.6455
201,0.162267,0.162267,0.000000,0.878882,58.5750,8.2486,4.9776,0.8439,0.8532,0.6477
202,0.162247,0.162180,0.006674,0.878011,58.9925,8.2710,4.9852,0.8575,0.8530,0.6474
203,0.162292,0.162189,0.010352,0.877964,58.2146,8.2812,4.9835,0.8523,0.8099,0.6463
204,0.162182,0.162182,0.000000,0.878301,59.2049,8.3104,4.9785,0.8600,0.8064,0.6446
205,0.162298,0.162134,0.016335,0.875995,58.0784,8.3216,4.9981,0.8472,0.8070,0.6468
206,0.162235,0.162175,0.006024,0.878230,59.2765,8.3353,4.9776,0.8239,0.7786,0.6479
207,0.162177,0.162163,0.001395,0.875999,58.1073,8.3348,4.9747,0.8185,0.7810,0.6434
208,0.162116,0.162116,0.000000,0.877394,59.1339,8.3695,4.9828,0.8308,0.7942,0.6498
209,0.162038,0.161989,0.004920,0.874799,58.1290,8.3726,4.9882,0.8447,0.7908,0.6484
210,0.161996,0.161884,0.011152,0.875236,59.1682,8.4001,4.9932,0.8549,0.7736,0.6514
211,0.161911,0.161910,0.000170,0.873944,58.1317,8.4109,4.9960,0.8437,0.7764,0.6528
212,0.161886,0.161842,0.004337,0.874501,58.9636,8.4350,4.9923,0.8459,0.7634,0.6503
213,0.161852,0.161844,0.000767,0.873519,58.1637,8.4454,4.9870,0.8408,0.7704,0.6484
214,0.161791,0.161773,0.001838,0.873030,58.6990,8.4819,5.0077,0.8215,0.7831,0.6471
215,0.161784,0.161703,0.008126,0.872639,58.4939,8.4899,4.9997,0.8252,0.7818,0.6492
216,0.161773,0.161721,0.005220,0.872140,58.3514,8.5178,5.0122,0.8287,0.7863,0.6443
217,0.161734,0.161648,0.008592,0.872228,58.5269,8.5312,5.0053,0.8165,0.7776,0.6461
218,0.161720,0.161720,0.000000,0.871610,58.4699,8.5640,5.0156,0.8160,0.7831,0.6448
219,0.161621,0.161621,0.000000,0.871588,58.3615,8.5798,5.0199,0.8286,0.7973,0.6492
220,0.161573,0.161513,0.006067,0.870273,58.6406,8.5986,5.0262,0.8450,0.8133,0.6487
221,0.161528,0.161470,0.005814,0.871027,58.1715,8.6139,5.0240,0.8548,0.8043,0.6495
222,0.161496,0.161429,0.006759,0.869995,58.7423,8.6340,5.0226,0.8382,0.7947,0.6453
223,0.161523,0.161497,0.002563,0.870098,58.0699,8.6541,5.0288,0.8258,0.7965,0.6450
224,0.161513,0.161464,0.004848,0.870004,58.7999,8.6767,5.0298,0.8255,0.7875,0.6431
225,0.161536,0.161487,0.004881,0.868976,58.1917,8.6953,5.0452,0.8149,0.7922,0.6462
226,0.161579,0.161579,0.000000,0.870415,58.7284,8.7160,5.0323,0.8215,0.8073,0.6514
227,0.161569,0.161516,0.005317,0.867971,57.8658,8.7304,5.0451,0.8233,0.8226,0.6486
228,0.161454,0.161447,0.000736,0.869867,59.0066,8.7542,5.0401,0.8239,0.8229,0.6502
229,0.161328,0.161299,0.002814,0.867080,57.8481,8.7719,5.0606,0.8227,0.8019,0.6485
230,0.161297,0.161247,0.004958,0.869076,59.2641,8.7809,5.0387,0.8290,0.8095,0.6477
231,0.161325,0.161263,0.006133,0.867303,57.4215,8.7982,5.0627,0.8240,0.7970,0.6479
232,0.161243,0.161221,0.002157,0.868864,59.3131,8.8238,5.0478,0.8197,0.8058,0.6447
233,0.161232,0.161232,0.000000,0.866356,57.4969,8.8377,5.0657,0.8140,0.8177,0.6483
234,0.161096,0.161096,0.000000,0.867855,59.0779,8.8576,5.0590,0.8272,0.8353,0.6488
235,0.161062,0.160981,0.008151,0.865272,57.9346,8.8705,5.0768,0.8294,0.8333,0.6492
236,0.160997,0.160997,0.000000,0.866844,58.5582,8.8953,5.0689,0.8372,0.8401,0.6466
237,0.160940,0.160875,0.006536,0.864874,57.9725,8.9139,5.0791,0.8264,0.8317,0.6462
238,0.160983,0.160932,0.005041,0.866124,58.5206,8.9525,5.0762,0.8241,0.8132,0.6465
239,0.160902,0.160899,0.000270,0.864754,58.1456,8.9597,5.0733,0.8196,0.8191,0.6468
240,0.160873,0.160873,0.000000,0.864801,58.2259,8.9912,5.0813,0.8319,0.8316,0.6472
241,0.160768,0.160746,0.002240,0.863895,58.1271,9.0053,5.0862,0.8169,0.8487,0.6452
242,0.160783,0.160700,0.008215,0.863270,58.3811,9.0303,5.0942,0.8094,0.8469,0.6468
243,0.160742,0.160727,0.001477,0.863627,57.8246,9.0444,5.0916,0.8100,0.8535,0.6455
244,0.160659,0.160650,0.000903,0.862818,58.4105,9.0749,5.1049,0.8082,0.8451,0.6448
245,0.160660,0.160612,0.004791,0.862451,58.2084,9.0887,5.1054,0.8209,0.8527,0.6456
246,0.160587,0.160587,0.000000,0.862562,58.0666,9.1095,5.1066,0.8375,0.8672,0.6476
247,0.160481,0.160467,0.001404,0.861853,57.9882,9.1340,5.1178,0.8544,0.8585,0.6456
248,0.160554,0.160391,0.016290,0.861609,58.4453,9.1501,5.1127,0.8374,0.8497,0.6467
249,0.160539,0.160482,0.005719,0.861425,57.6334,9.1775,5.1188,0.8238,0.8519,0.6476
250,0.160470,0.160433,0.003749,0.861369,58.4938,9.1958,5.1149,0.8163,0.8669,0.6457
251,0.160501,0.160428,0.007281,0.860895,57.6422,9.2220,5.1232,0.8094,0.8516,0.6484
252,0.160411,0.160411,0.000000,0.861196,58.6554,9.2415,5.1211,0.8100,0.8155,0.6437
253,0.160425,0.160366,0.005953,0.860061,57.6256,9.2435,5.1136,0.8239,0.8154,0.6465
254,0.160392,0.160326,0.006633,0.860931,58.4872,9.2746,5.1266,0.8180,0.8284,0.6515
255,0.160364,0.160293,0.007043,0.859310,57.6282,9.2855,5.1190,0.8067,0.8247,0.6519
256,0.160312,0.160291,0.002064,0.860049,58.5115,9.3117,5.1251,0.8141,0.8049,0.6516
257,0.160231,0.160231,0.000000,0.859142,57.7447,9.3300,5.1255,0.8297,0.8094,0.6538
258,0.160231,0.160156,0.007505,0.858473,58.3946,9.3508,5.1366,0.8458,0.8000,0.6508
259,0.160226,0.160223,0.000379,0.859348,57.7421,9.3712,5.1296,0.8428,0.8067,0.6540
260,0.160327,0.160217,0.011030,0.857847,58.1070,9.4013,5.1433,0.8255,0.8202,0.6505
261,0.160457,0.160408,0.004899,0.858829,57.9667,9.4180,5.1368,0.7933,0.8187,0.6532
262,0.160320,0.160320,0.000000,0.857537,58.2195,9.4465,5.1525,0.7858,0.8242,0.6504
263,0.160102,0.160045,0.005621,0.857188,57.9807,9.4505,5.1516,0.7952,0.8389,0.6517
264,0.159931,0.159924,0.000653,0.856852,57.9463,9.4830,5.1572,0.8116,0.8116,0.6506
265,0.159933,0.159868,0.006455,0.856554,57.8607,9.4909,5.1469,0.8181,0.7509,0.6466
266,0.159946,0.159946,0.000000,0.856711,58.0071,9.5358,5.1676,0.8199,0.7390,0.6509
