epoch,train_loss,train_data_loss,train_biology_loss,train_mae,train_mape,mean_alpha,mean_K,mean_beta_start,mean_beta_end,mean_t_switch
264,0.142827,0.141528,0.129887,0.860613,50.5216,14.6541,6.3230,1.0749,0.4360,0.5709
265,0.142803,0.141400,0.140297,0.854473,50.4510,14.6450,6.3497,1.0487,0.4363,0.5709
266,0.142803,0.141378,0.142513,0.860338,50.4562,14.6925,6.3432,1.0453,0.4629,0.5628
267,0.142902,0.141644,0.125760,0.854669,50.4186,14.6868,6.3813,1.0526,0.4683,0.5700
268,0.142806,0.141353,0.145275,0.862030,50.0870,14.7414,6.3716,1.0186,0.4644,0.5624
269,0.142753,0.141586,0.116781,0.855170,50.8094,14.7152,6.3868,0.9987,0.4734,0.5687
270,0.142678,0.141404,0.127436,0.860924,50.0753,14.7681,6.3512,1.0461,0.4688,0.5696
271,0.142968,0.141705,0.126296,0.857239,50.3054,14.8066,6.3987,1.0592,0.4513,0.5691
272,0.142880,0.141426,0.145386,0.858862,50.4781,14.8118,6.3634,1.0520,0.4605,0.5715
273,0.142977,0.141629,0.134842,0.854051,50.1953,14.7746,6.3852,1.0338,0.4689,0.5705
274,0.142811,0.141358,0.145272,0.858828,50.8210,14.8386,6.3885,1.0263,0.4476,0.5697
275,0.142899,0.141543,0.135587,0.855608,50.2703,14.7776,6.3531,1.0114,0.4415,0.5709
276,0.142774,0.141464,0.131044,0.861882,50.6154,14.8618,6.3982,1.0210,0.4457,0.5694
277,0.142624,0.141308,0.131556,0.854031,50.3313,14.8182,6.4287,1.0050,0.4513,0.5662
278,0.142564,0.141170,0.139389,0.860187,50.6302,14.8604,6.4347,1.0371,0.4523,0.5675
279,0.142593,0.141216,0.137684,0.852694,50.0985,14.8374,6.4661,1.0490,0.4391,0.5674
280,0.142580,0.141206,0.137393,0.859787,50.9734,14.8393,6.4683,1.0776,0.4366,0.5706
281,0.142668,0.141385,0.128248,0.854502,49.9968,14.8441,6.4562,1.0981,0.4430,0.5644
282,0.142580,0.141176,0.140402,0.859831,50.7796,14.9073,6.4732,1.1026,0.4331,0.5664
283,0.142854,0.141378,0.147579,0.855084,50.1912,14.8500,6.4560,1.0752,0.4304,0.5663
284,0.142896,0.141609,0.128736,0.860846,50.9211,14.9024,6.4364,1.0602,0.4394,0.5741
285,0.142921,0.141633,0.128791,0.857339,50.0614,14.9059,6.4631,1.0451,0.4227,0.5670
286,0.142620,0.141373,0.124748,0.859327,50.8807,14.9720,6.4540,1.0561,0.4367,0.5739
287,0.142676,0.141482,0.119396,0.856241,50.0710,15.0054,6.4629,1.0685,0.4415,0.5682
288,0.142686,0.141201,0.148510,0.857242,50.9038,15.0452,6.4287,1.0946,0.4342,0.5698
289,0.142903,0.141618,0.128507,0.856338,50.1562,15.0147,6.4435,1.0846,0.4592,0.5668
290,0.142630,0.141259,0.137118,0.854763,50.4286,15.0656,6.4763,1.0810,0.4446,0.5661
291,0.142895,0.141429,0.146545,0.855981,50.7271,15.0291,6.4509,1.0330,0.4636,0.5637
292,0.143071,0.141672,0.139938,0.857197,49.8694,15.0668,6.4732,1.0410,0.4700,0.5663
293,0.142802,0.141415,0.138673,0.854478,50.6384,15.0384,6.4858,1.0656,0.4639,0.5623
294,0.142548,0.141247,0.130128,0.856496,50.0424,15.0925,6.4871,1.1327,0.4369,0.5660
295,0.142574,0.141075,0.149927,0.855640,50.4178,15.0815,6.4776,1.1034,0.4411,0.5639
296,0.142734,0.141337,0.139657,0.857244,50.1550,15.0936,6.4858,1.0615,0.4339,0.5644
297,0.142704,0.141496,0.120832,0.858433,50.8123,15.0757,6.4927,1.0660,0.4526,0.5618
298,0.142846,0.141345,0.150069,0.856647,50.0331,15.0780,6.4948,1.0575,0.4514,0.5674
299,0.142650,0.141398,0.125171,0.858843,50.4739,15.1067,6.5082,1.0277,0.4589,0.5593
300,0.142524,0.141255,0.126926,0.856571,50.5541,15.1441,6.5157,1.0502,0.4608,0.5743
301,0.142612,0.141321,0.129065,0.859219,49.8751,15.0768,6.4801,1.0668,0.4806,0.5696
302,0.142348,0.141102,0.124546,0.857066,50.7706,15.1315,6.5030,1.1247,0.4728,0.5767
303,0.142429,0.141058,0.137082,0.855776,49.9878,15.0959,6.4894,1.1235,0.4788,0.5683
304,0.142615,0.141122,0.149321,0.857990,50.8286,15.1533,6.4750,1.0934,0.4482,0.5738
305,0.142736,0.141564,0.117189,0.856263,50.1958,15.1130,6.4760,1.0611,0.4577,0.5667
306,0.142771,0.141229,0.154231,0.855957,50.8588,15.1553,6.4668,1.0355,0.4330,0.5737
307,0.143034,0.141563,0.147116,0.856112,49.8512,15.1319,6.4500,0.9981,0.4450,0.5654
308,0.142767,0.141461,0.130576,0.858167,51.0997,15.2002,6.4759,1.0422,0.4554,0.5664
309,0.142522,0.141219,0.130298,0.852932,49.9530,15.2069,6.4655,1.0609,0.4479,0.5696
310,0.142415,0.141061,0.135343,0.857614,50.5567,15.2871,6.4825,1.0766,0.4637,0.5655
311,0.142412,0.141033,0.137968,0.853229,50.0982,15.2327,6.4881,1.1088,0.4567,0.5675
312,0.142555,0.141061,0.149397,0.856990,50.9248,15.2776,6.5053,1.1051,0.4656,0.5681
313,0.142677,0.141336,0.134119,0.855393,49.9037,15.1765,6.5082,1.0628,0.4656,0.5643
314,0.142599,0.141223,0.137668,0.859132,50.9341,15.1916,6.4987,1.0601,0.4755,0.5712
315,0.142563,0.141340,0.122224,0.855255,50.4060,15.1926,6.5004,1.0846,0.4812,0.5655
316,0.142650,0.141142,0.150756,0.859424,50.1083,15.2710,6.4965,1.0830,0.4546,0.5669
317,0.142718,0.141432,0.128519,0.855430,50.7426,15.2356,6.5082,1.0584,0.4710,0.5681
318,0.142795,0.141394,0.140110,0.859443,49.7190,15.2576,6.5121,1.0995,0.4504,0.5739
319,0.142770,0.141436,0.133400,0.856032,50.2442,15.2656,6.5186,1.0575,0.4622,0.5659
320,0.142508,0.141202,0.130603,0.861282,50.1973,15.2758,6.4859,1.0767,0.4713,0.5737
321,0.142772,0.141295,0.147652,0.853351,50.2634,15.1809,6.4789,1.0667,0.4861,0.5659
322,0.142485,0.141193,0.129252,0.860559,50.3268,15.2647,6.5145,1.0823,0.4966,0.5728
323,0.142570,0.141107,0.146259,0.852140,50.2170,15.1665,6.4719,1.0786,0.5085,0.5669
324,0.142670,0.141207,0.146301,0.858269,50.4111,15.2141,6.4859,1.0705,0.4440,0.5671
325,0.142653,0.141339,0.131384,0.853687,50.4593,15.1913,6.4743,1.0627,0.4628,0.5680
326,0.142479,0.141070,0.140907,0.857031,50.1555,15.2568,6.5109,1.0672,0.4283,0.5700
327,0.142421,0.141143,0.127843,0.855199,50.1023,15.2493,6.4954,1.0664,0.4380,0.5689
328,0.142351,0.140911,0.144015,0.859204,50.5491,15.2648,6.4818,1.0618,0.4543,0.5665
329,0.142697,0.141361,0.133634,0.855680,50.1462,15.2523,6.4653,1.0600,0.4676,0.5709
330,0.142508,0.141152,0.135639,0.856386,50.5081,15.3011,6.4930,1.0899,0.4383,0.5669
331,0.142506,0.141144,0.136212,0.856102,50.0716,15.2571,6.4749,1.0832,0.4460,0.5675
332,0.142577,0.141322,0.125468,0.856564,50.8388,15.3265,6.5269,1.0939,0.4561,0.5734
333,0.142477,0.141122,0.135556,0.855572,50.0745,15.2695,6.5026,1.1150,0.4650,0.5704
334,0.142169,0.140760,0.140973,0.857555,50.3394,15.2966,6.5181,1.0920,0.4552,0.5718
335,0.141099,0.139949,0.115057,0.852892,49.8951,15.3060,6.5241,1.1167,0.4655,0.5700
336,0.140956,0.139790,0.116603,0.852468,49.9541,15.3299,6.5320,1.1302,0.4691,0.5694
337,0.140969,0.139736,0.123350,0.852740,49.8818,15.3418,6.5378,1.1315,0.4672,0.5679
338,0.140917,0.139775,0.114230,0.852392,50.0089,15.3628,6.5392,1.1519,0.4668,0.5676
339,0.140901,0.139743,0.115818,0.852877,49.7877,15.3741,6.5268,1.1521,0.4746,0.5659
340,0.140916,0.139746,0.116939,0.852192,49.9755,15.3887,6.5337,1.1449,0.4710,0.5654
341,0.140875,0.139704,0.117122,0.851227,49.8460,15.4120,6.5417,1.1549,0.4794,0.5657
342,0.140821,0.139580,0.124124,0.851227,49.8933,15.4236,6.5443,1.1742,0.4763,0.5652
343,0.140924,0.139625,0.129842,0.851189,49.8744,15.4256,6.5395,1.1541,0.4610,0.5652
344,0.140883,0.139660,0.122315,0.852047,49.9701,15.4304,6.5401,1.1343,0.4650,0.5659
345,0.140908,0.139665,0.124313,0.851502,49.8821,15.4311,6.5338,1.1365,0.4694,0.5649
346,0.140858,0.139687,0.117181,0.853065,49.9203,15.4468,6.5415,1.1528,0.4834,0.5661
347,0.140847,0.139592,0.125561,0.850370,49.8296,15.4465,6.5370,1.1439,0.4870,0.5660
348,0.140894,0.139684,0.120954,0.853110,49.9584,15.4380,6.5508,1.1416,0.4904,0.5665
349,0.140895,0.139642,0.125283,0.851293,49.9897,15.4444,6.5324,1.1360,0.4647,0.5667
350,0.140891,0.139736,0.115520,0.852564,49.8158,15.4669,6.5255,1.1553,0.4705,0.5639
351,0.140867,0.139680,0.118665,0.851615,49.8879,15.4748,6.5292,1.1587,0.4782,0.5642
352,0.140899,0.139628,0.127117,0.852414,49.9246,15.4787,6.5260,1.1585,0.4779,0.5654
353,0.140853,0.139679,0.117438,0.852039,49.7564,15.4848,6.5421,1.1603,0.4814,0.5652
354,0.140871,0.139652,0.121927,0.851811,50.0752,15.4883,6.5481,1.1442,0.4840,0.5633
355,0.140944,0.139791,0.115304,0.852305,49.6871,15.4920,6.5491,1.1543,0.4883,0.5635
356,0.140867,0.139673,0.119425,0.852438,49.8935,15.5155,6.5627,1.1589,0.4859,0.5659
357,0.140827,0.139617,0.121058,0.852531,49.9209,15.4996,6.5321,1.1661,0.4905,0.5644
358,0.140928,0.139736,0.119200,0.851450,49.8574,15.5198,6.5345,1.1613,0.4820,0.5628
359,0.140901,0.139685,0.121610,0.852019,49.9039,15.5220,6.5336,1.1561,0.4722,0.5640
360,0.140924,0.139743,0.118088,0.852428,49.9036,15.5303,6.5415,1.1657,0.4762,0.5644
361,0.140852,0.139639,0.121310,0.851238,49.7864,15.5314,6.5609,1.1559,0.4933,0.5647
362,0.140923,0.139635,0.128836,0.851153,50.0145,15.5206,6.5622,1.1483,0.4749,0.5660
363,0.141029,0.139764,0.126473,0.851885,49.7801,15.5105,6.5439,1.1703,0.4822,0.5649
364,0.141014,0.139824,0.119021,0.851661,50.0031,15.5270,6.5578,1.1751,0.4798,0.5669
365,0.141042,0.139847,0.119477,0.853069,49.7223,15.5420,6.5569,1.1663,0.4834,0.5660
366,0.141083,0.139880,0.120304,0.852154,50.1968,15.5548,6.5703,1.1640,0.4878,0.5683
367,0.141120,0.139892,0.122806,0.853311,49.7264,15.5356,6.5492,1.1675,0.4880,0.5667
368,0.141260,0.140065,0.119453,0.853765,50.1736,15.5672,6.5497,1.1802,0.4774,0.5664
369,0.141267,0.140038,0.122872,0.854061,49.9133,15.5444,6.5334,1.1882,0.4869,0.5662
370,0.141362,0.140178,0.118351,0.853319,50.2531,15.5893,6.5536,1.1763,0.4786,0.5638
371,0.141389,0.140191,0.119878,0.854225,49.6422,15.5809,6.5441,1.1502,0.4841,0.5656
372,0.141555,0.140307,0.124760,0.854122,50.7676,15.5614,6.5356,1.1612,0.4894,0.5686
373,0.141434,0.140317,0.111741,0.854601,49.2658,15.5851,6.5545,1.1676,0.4973,0.5664
374,0.141190,0.139966,0.122347,0.853342,50.4582,15.5834,6.5481,1.1720,0.4907,0.5674
375,0.140757,0.139647,0.111061,0.851953,49.8002,15.5927,6.5486,1.1729,0.4974,0.5659
376,0.140693,0.139585,0.110823,0.851581,49.8938,15.6101,6.5571,1.1751,0.4984,0.5656
377,0.140669,0.139530,0.113867,0.851179,49.8512,15.6170,6.5560,1.1877,0.5014,0.5657
378,0.140650,0.139531,0.111897,0.851905,49.8486,15.6172,6.5659,1.1968,0.5079,0.5651
379,0.140624,0.139482,0.114175,0.850919,49.8975,15.6182,6.5639,1.2083,0.5043,0.5659
380,0.140638,0.139493,0.114575,0.851651,49.8030,15.6222,6.5646,1.2161,0.5038,0.5650
381,0.140639,0.139490,0.114968,0.851572,49.8621,15.6299,6.5675,1.2029,0.4984,0.5646
382,0.140637,0.139503,0.113435,0.852023,49.8748,15.6394,6.5642,1.2131,0.4956,0.5651
383,0.140643,0.139487,0.115617,0.851940,49.8517,15.6473,6.5650,1.1992,0.4976,0.5653
384,0.140629,0.139512,0.111645,0.852069,49.8654,15.6493,6.5581,1.2020,0.5042,0.5655
385,0.140625,0.139489,0.113607,0.851537,49.8188,15.6586,6.5643,1.2092,0.5066,0.5663
386,0.140623,0.139457,0.116675,0.851445,49.8589,15.6644,6.5602,1.2027,0.5064,0.5654
387,0.140637,0.139480,0.115690,0.851918,49.7973,15.6538,6.5582,1.2103,0.5096,0.5656
388,0.140620,0.139498,0.112269,0.851620,49.8600,15.6591,6.5619,1.2113,0.5000,0.5650
389,0.140620,0.139502,0.111791,0.852021,49.8562,15.6699,6.5655,1.2025,0.5044,0.5643
390,0.140633,0.139480,0.115308,0.851584,49.8410,15.6673,6.5600,1.1986,0.5106,0.5654
391,0.140648,0.139493,0.115515,0.851698,49.8346,15.6794,6.5602,1.1997,0.5048,0.5649
392,0.140628,0.139528,0.109968,0.851585,49.8628,15.6841,6.5679,1.2025,0.5051,0.5653
393,0.140614,0.139458,0.115649,0.851122,49.8440,15.6820,6.5670,1.2056,0.5077,0.5652
394,0.140612,0.139480,0.113211,0.851741,49.8659,15.6924,6.5629,1.2150,0.5105,0.5656
395,0.140618,0.139446,0.117206,0.851580,49.7512,15.6978,6.5567,1.2136,0.5088,0.5654
396,0.140605,0.139479,0.112561,0.851668,49.9072,15.6940,6.5655,1.2133,0.5065,0.5641
397,0.140626,0.139471,0.115459,0.851455,49.7929,15.6837,6.5634,1.2199,0.5034,0.5650
398,0.140628,0.139477,0.115139,0.851770,49.8908,15.7020,6.5669,1.2089,0.5095,0.5660
399,0.140615,0.139460,0.115469,0.850463,49.8020,15.7043,6.5606,1.2189,0.4988,0.5659
400,0.140639,0.139497,0.114247,0.852342,49.8970,15.7042,6.5591,1.2320,0.5032,0.5646
401,0.140615,0.139475,0.114010,0.851173,49.7136,15.7142,6.5661,1.2258,0.5045,0.5646
402,0.140593,0.139472,0.112147,0.851982,49.9932,15.7202,6.5733,1.2170,0.5108,0.5653
403,0.140658,0.139472,0.118599,0.850723,49.6717,15.7216,6.5727,1.2175,0.5052,0.5650
404,0.140637,0.139513,0.112374,0.852439,50.0149,15.7344,6.5811,1.2129,0.5122,0.5651
405,0.140636,0.139478,0.115779,0.851060,49.6461,15.7216,6.5797,1.2068,0.5128,0.5653
406,0.140646,0.139512,0.113338,0.852748,50.0451,15.7318,6.5753,1.2116,0.5135,0.5658
407,0.140664,0.139519,0.114465,0.851770,49.5899,15.7317,6.5745,1.2183,0.5110,0.5640
408,0.140681,0.139546,0.113468,0.852648,50.1110,15.7371,6.5665,1.2213,0.5083,0.5657
409,0.140681,0.139563,0.111768,0.851144,49.5407,15.7412,6.5742,1.2158,0.5097,0.5650
410,0.140679,0.139496,0.118326,0.851937,50.1046,15.7406,6.5690,1.2209,0.5095,0.5659
411,0.140652,0.139524,0.112825,0.850975,49.6327,15.7493,6.5719,1.2281,0.5161,0.5648
412,0.140631,0.139489,0.114200,0.851789,50.0206,15.7713,6.5697,1.2274,0.5137,0.5660
413,0.140684,0.139502,0.118247,0.851228,49.6880,15.7580,6.5653,1.2187,0.5105,0.5645
414,0.140681,0.139555,0.112585,0.851704,50.0665,15.7648,6.5668,1.2244,0.5133,0.5642
415,0.140745,0.139550,0.119427,0.851680,49.6243,15.7602,6.5695,1.2088,0.5053,0.5665
416,0.140753,0.139611,0.114123,0.852724,50.2925,15.7539,6.5584,1.2107,0.5075,0.5641
417,0.140757,0.139626,0.113109,0.851709,49.5589,15.7670,6.5697,1.2111,0.5122,0.5676
418,0.140692,0.139577,0.111525,0.852499,50.2136,15.7824,6.5652,1.2135,0.5128,0.5645
419,0.140699,0.139540,0.115810,0.851379,49.6279,15.7820,6.5640,1.2184,0.5155,0.5649
420,0.140701,0.139553,0.114780,0.852728,50.0848,15.7975,6.5722,1.2213,0.5185,0.5640
421,0.140679,0.139512,0.116679,0.851364,49.5931,15.7806,6.5574,1.2143,0.5098,0.5652
422,0.140695,0.139562,0.113288,0.852705,50.1275,15.7970,6.5608,1.2027,0.5103,0.5633
423,0.140672,0.139533,0.113854,0.851269,49.5612,15.7962,6.5689,1.2113,0.5169,0.5647
424,0.140623,0.139513,0.111075,0.852045,50.1602,15.8049,6.5694,1.2141,0.5097,0.5653
425,0.140662,0.139469,0.119298,0.851559,49.5169,15.7878,6.5659,1.2189,0.5094,0.5627
426,0.140643,0.139549,0.109379,0.852100,50.2503,15.8018,6.5590,1.2223,0.5180,0.5659
427,0.140670,0.139511,0.115902,0.851508,49.3275,15.8186,6.5661,1.2222,0.5097,0.5632
428,0.140625,0.139471,0.115388,0.851511,50.2244,15.8231,6.5673,1.2190,0.5130,0.5641
429,0.140541,0.139422,0.111897,0.851159,49.8599,15.8289,6.5684,1.2228,0.5163,0.5644
430,0.140506,0.139401,0.110420,0.851368,49.8086,15.8324,6.5721,1.2318,0.5179,0.5642
431,0.140496,0.139369,0.112676,0.851083,49.8093,15.8326,6.5748,1.2354,0.5210,0.5641
432,0.140486,0.139364,0.112253,0.851076,49.8320,15.8320,6.5739,1.2419,0.5235,0.5640
433,0.140485,0.139364,0.112181,0.851095,49.7870,15.8323,6.5696,1.2441,0.5228,0.5637
434,0.140484,0.139367,0.111707,0.851156,49.7857,15.8419,6.5746,1.2401,0.5260,0.5633
435,0.140479,0.139342,0.113794,0.851088,49.8351,15.8414,6.5735,1.2380,0.5253,0.5639
436,0.140489,0.139369,0.112028,0.851080,49.8047,15.8457,6.5740,1.2370,0.5225,0.5638
437,0.140484,0.139370,0.111383,0.851363,49.8041,15.8500,6.5769,1.2391,0.5240,0.5638
438,0.140467,0.139346,0.112083,0.851121,49.8017,15.8520,6.5778,1.2462,0.5263,0.5639
439,0.140476,0.139344,0.113161,0.850949,49.7819,15.8517,6.5781,1.2404,0.5274,0.5637
440,0.140476,0.139349,0.112749,0.851168,49.8108,15.8555,6.5753,1.2410,0.5268,0.5637
441,0.140487,0.139361,0.112655,0.851387,49.7972,15.8576,6.5702,1.2369,0.5251,0.5634
442,0.140484,0.139379,0.110453,0.851308,49.8174,15.8629,6.5726,1.2381,0.5236,0.5632
443,0.140480,0.139372,0.110815,0.851300,49.7937,15.8657,6.5745,1.2453,0.5256,0.5632
444,0.140463,0.139354,0.110917,0.851273,49.8059,15.8674,6.5786,1.2447,0.5281,0.5634
445,0.140471,0.139338,0.113313,0.851136,49.7993,15.8727,6.5762,1.2432,0.5270,0.5639
446,0.140466,0.139369,0.109706,0.851610,49.8009,15.8813,6.5787,1.2479,0.5232,0.5636
447,0.140471,0.139351,0.111996,0.851270,49.8027,15.8809,6.5805,1.2477,0.5234,0.5630
448,0.140468,0.139351,0.111671,0.851412,49.8240,15.8864,6.5799,1.2476,0.5249,0.5631
449,0.140463,0.139350,0.111292,0.851241,49.7850,15.8883,6.5796,1.2460,0.5272,0.5630
450,0.140471,0.139360,0.111085,0.851678,49.8120,15.8900,6.5811,1.2408,0.5291,0.5631
451,0.140472,0.139352,0.112002,0.851226,49.7643,15.8903,6.5757,1.2364,0.5301,0.5636
452,0.140469,0.139373,0.109586,0.851535,49.8368,15.8914,6.5798,1.2452,0.5268,0.5628
453,0.140469,0.139354,0.111515,0.851304,49.7842,15.8957,6.5776,1.2433,0.5273,0.5633
454,0.140462,0.139360,0.110171,0.851647,49.7867,15.9021,6.5774,1.2447,0.5264,0.5633
455,0.140469,0.139377,0.109270,0.851522,49.8041,15.9053,6.5760,1.2438,0.5280,0.5625
456,0.140472,0.139371,0.110091,0.851647,49.7993,15.9079,6.5779,1.2472,0.5311,0.5633
457,0.140461,0.139336,0.112472,0.851148,49.7833,15.9050,6.5819,1.2389,0.5278,0.5625
458,0.140466,0.139348,0.111849,0.851233,49.8554,15.9053,6.5801,1.2369,0.5265,0.5636
459,0.140472,0.139352,0.112008,0.851507,49.7527,15.9114,6.5788,1.2361,0.5264,0.5621
460,0.140472,0.139359,0.111336,0.851267,49.8592,15.9146,6.5805,1.2397,0.5225,0.5632
461,0.140472,0.139354,0.111850,0.851264,49.7493,15.9168,6.5789,1.2443,0.5246,0.5618
462,0.140477,0.139359,0.111788,0.851364,49.8540,15.9211,6.5763,1.2457,0.5242,0.5641
463,0.140495,0.139390,0.110487,0.851506,49.7655,15.9249,6.5797,1.2478,0.5264,0.5611
464,0.140482,0.139362,0.111918,0.851194,49.8590,15.9223,6.5816,1.2427,0.5237,0.5642
465,0.140497,0.139383,0.111386,0.851386,49.7734,15.9287,6.5834,1.2377,0.5253,0.5607
466,0.140506,0.139405,0.110117,0.851471,49.8603,15.9295,6.5857,1.2370,0.5247,0.5640
467,0.140491,0.139386,0.110532,0.851787,49.8329,15.9367,6.5834,1.2431,0.5280,0.5607
468,0.140486,0.139381,0.110505,0.851599,49.8140,15.9415,6.5842,1.2432,0.5259,0.5634
469,0.140485,0.139371,0.111371,0.851580,49.8340,15.9411,6.5829,1.2458,0.5270,0.5616
470,0.140455,0.139362,0.109387,0.851544,49.7125,15.9423,6.5817,1.2460,0.5272,0.5627
471,0.140429,0.139341,0.108787,0.851480,49.7828,15.9460,6.5800,1.2490,0.5284,0.5624
472,0.140413,0.139327,0.108595,0.851537,49.7789,15.9501,6.5818,1.2505,0.5291,0.5625
473,0.140421,0.139326,0.109483,0.851377,49.7889,15.9497,6.5838,1.2469,0.5273,0.5624
474,0.140425,0.139342,0.108246,0.851455,49.7898,15.9516,6.5826,1.2505,0.5290,0.5623
475,0.140411,0.139322,0.108858,0.851410,49.7865,15.9535,6.5839,1.2523,0.5300,0.5621
476,0.140407,0.139323,0.108381,0.851486,49.7943,15.9563,6.5829,1.2536,0.5305,0.5621
477,0.140422,0.139321,0.110069,0.851215,49.7789,15.9600,6.5813,1.2523,0.5310,0.5619
478,0.140399,0.139319,0.107932,0.851373,49.7960,15.9638,6.5834,1.2557,0.5308,0.5619
479,0.140404,0.139303,0.110068,0.851158,49.7747,15.9659,6.5817,1.2560,0.5301,0.5620
480,0.140404,0.139317,0.108729,0.851367,49.7817,15.9685,6.5841,1.2555,0.5322,0.5620
481,0.140403,0.139307,0.109602,0.851168,49.7904,15.9704,6.5850,1.2545,0.5303,0.5619
482,0.140405,0.139308,0.109718,0.851313,49.7822,15.9707,6.5850,1.2564,0.5296,0.5623
483,0.140402,0.139309,0.109375,0.851208,49.7850,15.9675,6.5835,1.2564,0.5310,0.5621
484,0.140407,0.139324,0.108287,0.851532,49.7843,15.9712,6.5846,1.2602,0.5300,0.5622
485,0.140403,0.139307,0.109622,0.851411,49.7690,15.9729,6.5853,1.2552,0.5301,0.5619
486,0.140404,0.139318,0.108611,0.851424,49.8066,15.9758,6.5877,1.2537,0.5310,0.5625
487,0.140397,0.139306,0.109124,0.851223,49.7736,15.9776,6.5874,1.2549,0.5319,0.5626
488,0.140401,0.139310,0.109110,0.851359,49.7942,15.9821,6.5854,1.2541,0.5334,0.5628
489,0.140388,0.139299,0.108845,0.851273,49.7712,15.9821,6.5855,1.2559,0.5336,0.5625
490,0.140399,0.139313,0.108610,0.851363,49.7975,15.9835,6.5859,1.2588,0.5331,0.5624
491,0.140392,0.139301,0.109142,0.851304,49.7722,15.9860,6.5855,1.2580,0.5324,0.5623
492,0.140400,0.139307,0.109322,0.851387,49.7890,15.9861,6.5861,1.2546,0.5323,0.5623
493,0.140399,0.139306,0.109282,0.851364,49.7765,15.9866,6.5858,1.2554,0.5323,0.5626
494,0.140401,0.139318,0.108331,0.851386,49.7979,15.9906,6.5867,1.2546,0.5328,0.5626
495,0.140393,0.139309,0.108430,0.851474,49.7670,15.9955,6.5867,1.2559,0.5336,0.5623
496,0.140392,0.139306,0.108577,0.851313,49.8155,15.9967,6.5844,1.2571,0.5337,0.5625
497,0.140398,0.139300,0.109758,0.851313,49.7441,15.9986,6.5869,1.2564,0.5317,0.5624
498,0.140393,0.139306,0.108753,0.851339,49.8298,16.0016,6.5869,1.2554,0.5310,0.5625
499,0.140401,0.139305,0.109644,0.851399,49.7625,16.0005,6.5881,1.2541,0.5315,0.5626
500,0.140400,0.139313,0.108715,0.851302,49.8345,16.0012,6.5883,1.2555,0.5326,0.5628
501,0.140394,0.139302,0.109165,0.851319,49.7385,16.0049,6.5879,1.2548,0.5319,0.5622
502,0.140392,0.139306,0.108508,0.851385,49.8485,16.0048,6.5854,1.2557,0.5326,0.5628
503,0.140398,0.139296,0.110200,0.851109,49.6918,16.0090,6.5868,1.2538,0.5313,0.5621
504,0.140404,0.139317,0.108668,0.851440,49.9012,16.0125,6.5853,1.2562,0.5321,0.5623
505,0.140396,0.139300,0.109616,0.851273,49.6798,16.0134,6.5868,1.2563,0.5320,0.5620
506,0.140388,0.139297,0.109083,0.851431,49.8761,16.0127,6.5850,1.2567,0.5314,0.5625
507,0.140396,0.139308,0.108808,0.851252,49.7055,16.0129,6.5879,1.2582,0.5327,0.5622
508,0.140390,0.139298,0.109199,0.851444,49.8543,16.0147,6.5851,1.2560,0.5330,0.5632
509,0.140398,0.139305,0.109270,0.851237,49.7233,16.0173,6.5860,1.2565,0.5319,0.5619
510,0.140401,0.139318,0.108374,0.851615,49.8510,16.0191,6.5863,1.2573,0.5318,0.5620
511,0.140380,0.139303,0.107754,0.851416,49.7776,16.0208,6.5853,1.2584,0.5326,0.5621
512,0.140384,0.139308,0.107614,0.851407,49.7905,16.0237,6.5861,1.2595,0.5333,0.5622
513,0.140375,0.139297,0.107840,0.851379,49.7840,16.0251,6.5866,1.2607,0.5341,0.5623
514,0.140367,0.139287,0.107923,0.851324,49.7816,16.0259,6.5876,1.2621,0.5344,0.5624
515,0.140363,0.139282,0.108078,0.851290,49.7765,16.0268,6.5874,1.2620,0.5343,0.5623
516,0.140369,0.139290,0.107968,0.851355,49.7844,16.0278,6.5871,1.2624,0.5340,0.5623
517,0.140374,0.139293,0.108118,0.851328,49.7804,16.0282,6.5872,1.2620,0.5345,0.5623
518,0.140358,0.139277,0.108122,0.851236,49.7793,16.0306,6.5875,1.2608,0.5348,0.5625
519,0.140371,0.139289,0.108192,0.851277,49.7795,16.0323,6.5869,1.2620,0.5349,0.5625
520,0.140364,0.139284,0.107979,0.851337,49.7747,16.0343,6.5877,1.2631,0.5357,0.5625
521,0.140366,0.139283,0.108272,0.851250,49.7819,16.0352,6.5881,1.2648,0.5353,0.5625
522,0.140363,0.139279,0.108341,0.851263,49.7822,16.0362,6.5884,1.2626,0.5357,0.5627
523,0.140363,0.139273,0.108949,0.851275,49.7834,16.0371,6.5874,1.2627,0.5354,0.5629
524,0.140362,0.139279,0.108291,0.851343,49.7796,16.0381,6.5882,1.2604,0.5351,0.5627
525,0.140369,0.139290,0.107909,0.851309,49.7789,16.0389,6.5882,1.2616,0.5353,0.5627
526,0.140361,0.139280,0.108094,0.851350,49.7843,16.0385,6.5890,1.2632,0.5355,0.5626
527,0.140365,0.139283,0.108179,0.851246,49.7809,16.0397,6.5899,1.2639,0.5357,0.5625
528,0.140363,0.139281,0.108228,0.851314,49.7791,16.0417,6.5892,1.2616,0.5356,0.5625
529,0.140365,0.139284,0.108093,0.851323,49.7908,16.0433,6.5890,1.2633,0.5361,0.5627
530,0.140360,0.139282,0.107743,0.851360,49.7776,16.0450,6.5908,1.2642,0.5357,0.5627
