epoch,train_loss,train_mae,train_mape,val_loss,val_mae,val_mape,mean_alpha,mean_K,mean_beta
37,0.226987,1.362321,113.0984,0.199331,1.247938,99.1011,4.9856,7.9377,0.5316
38,0.226802,1.361364,112.8846,0.199324,1.249925,99.0658,4.9743,7.9498,0.5309
39,0.226572,1.360111,112.7280,0.199328,1.252053,99.0483,4.9650,7.9631,0.5293
40,0.226053,1.356826,112.3433,0.198733,1.248825,98.1294,4.9344,8.0235,0.5844
41,0.226106,1.355667,112.4220,0.199246,1.257021,98.1701,4.9041,8.0160,0.5702
42,0.225871,1.356616,112.3188,0.199096,1.257901,97.9425,4.8922,8.0069,0.5765
43,0.225563,1.354211,111.5701,0.198397,1.258473,97.3308,4.8532,7.9778,0.5741
44,0.224787,1.350814,111.2662,0.198618,1.255344,98.2784,4.9265,8.1601,0.5686
45,0.225475,1.351491,112.1718,0.199455,1.267223,97.8897,4.8645,8.1055,0.5713
46,0.225069,1.352452,111.3886,0.198641,1.265725,97.3254,4.8343,8.0739,0.5700
47,0.224549,1.349740,110.9918,0.199208,1.266231,98.0313,4.8968,8.1348,0.5726
48,0.224695,1.348721,111.4035,0.200211,1.273787,98.9736,4.9185,8.1813,0.5344
49,0.224461,1.348453,111.4106,0.199721,1.272104,98.0080,4.8784,8.2222,0.5816
50,0.224397,1.347291,111.5831,0.200176,1.278823,97.8268,4.8461,8.1920,0.5767
51,0.224049,1.346725,110.9051,0.199506,1.278762,97.3333,4.8169,8.1621,0.5704
52,0.223286,1.342784,110.6254,0.199750,1.276500,97.9753,4.8752,8.3116,0.5769
53,0.223687,1.342035,111.0422,0.200992,1.285341,99.0559,4.8950,8.3477,0.5298
54,0.219760,1.331162,111.7801,0.198787,1.291930,92.3267,4.4584,7.8612,0.7029
55,0.217170,1.328159,109.8350,0.197855,1.287130,93.1449,4.4859,7.9334,0.6340
56,0.217064,1.324417,109.7383,0.197683,1.286780,92.3612,4.4453,7.8863,0.6674
57,0.216710,1.321673,109.3299,0.197784,1.289461,92.8543,4.4643,7.8846,0.6367
58,0.216616,1.321062,109.4930,0.197799,1.290198,92.4512,4.4467,7.8572,0.6576
59,0.216348,1.318406,109.0903,0.197797,1.290173,92.3555,4.4503,7.8693,0.6696
60,0.216173,1.315934,108.9987,0.197880,1.291228,92.3405,4.4515,7.8835,0.6745
61,0.215983,1.314210,109.0994,0.197902,1.293058,93.0848,4.4790,7.9484,0.6319
