epoch,train_loss,train_mae,train_mape,val_loss,val_mae,val_mape,mean_alpha,mean_K,mean_beta
62,0.203304,1.177169,115.6324,0.251020,1.818887,67.1796,3.4026,7.9938,0.5725
63,0.203252,1.176257,115.6189,0.250588,1.815899,67.1128,3.4083,7.9826,0.5769
64,0.203161,1.175093,115.5892,0.250219,1.813283,67.0647,3.4129,7.9724,0.5793
65,0.203072,1.174003,115.5714,0.249897,1.810943,67.0268,3.4165,7.9630,0.5804
66,0.202981,1.172939,115.5568,0.249587,1.808602,66.9942,3.4196,7.9544,0.5808
67,0.202888,1.171890,115.5435,0.249311,1.806491,66.9659,3.4222,7.9466,0.5807
68,0.202794,1.170849,115.5305,0.249040,1.804333,66.9395,3.4244,7.9398,0.5803
69,0.202699,1.169811,115.5172,0.248797,1.802288,66.9151,3.4264,7.9337,0.5798
70,0.202604,1.168773,115.5034,0.248572,1.800320,66.8918,3.4282,7.9285,0.5793
71,0.202508,1.167735,115.4888,0.248350,1.798341,66.8693,3.4299,7.9240,0.5787
72,0.202381,1.166037,115.5322,0.247945,1.794224,66.8446,3.4306,7.9999,0.5789
73,0.202318,1.165312,115.4851,0.247858,1.793491,66.8176,3.4269,7.9876,0.5784
74,0.202233,1.164334,115.4772,0.247643,1.791645,66.7962,3.4286,7.9796,0.5773
75,0.202129,1.163343,115.4506,0.247471,1.790034,66.7802,3.4301,7.9727,0.5764
76,0.202032,1.162350,115.4330,0.247301,1.788370,66.7618,3.4316,7.9668,0.5758
77,0.201899,1.160660,115.4720,0.246934,1.784403,66.7397,3.4321,8.0428,0.5760
78,0.201855,1.160050,115.4371,0.246907,1.782628,66.9547,3.4608,8.0739,0.5646
79,0.201928,1.159253,115.8400,0.246898,1.783751,66.7004,3.4323,8.0229,0.5754
80,0.201687,1.158366,115.3564,0.246581,1.781226,66.6167,3.4303,8.0075,0.5775
81,0.201551,1.157096,115.3136,0.246411,1.779529,66.6158,3.4330,8.0024,0.5758
82,0.201421,1.155392,115.3673,0.246039,1.775599,66.6025,3.4339,8.0793,0.5756
83,0.201356,1.154789,115.3186,0.245964,1.774979,66.5885,3.4317,8.0671,0.5747
84,0.201272,1.153740,115.3167,0.245783,1.773397,66.5730,3.4336,8.0573,0.5737
85,0.201163,1.152825,115.2861,0.245646,1.771982,66.5668,3.4359,8.0499,0.5727
86,0.201066,1.151867,115.2706,0.245495,1.770466,66.5560,3.4382,8.0435,0.5722
87,0.200933,1.150174,115.3112,0.245145,1.766731,66.5403,3.4391,8.1209,0.5726
88,0.200887,1.149708,115.2749,0.245108,1.764979,66.7571,3.4682,8.1507,0.5616
89,0.200945,1.148852,115.6655,0.245130,1.766291,66.5138,3.4414,8.1009,0.5725
90,0.200718,1.148000,115.1989,0.244849,1.763969,66.4402,3.4403,8.0852,0.5746
91,0.200548,1.146098,115.2215,0.244510,1.760270,66.4473,3.4425,8.1635,0.5738
92,0.200491,1.145630,115.1826,0.244435,1.759611,66.4463,3.4424,8.1510,0.5726
93,0.200412,1.144527,115.1900,0.244294,1.758296,66.4361,3.4445,8.1389,0.5719
94,0.200305,1.143718,115.1581,0.244183,1.757044,66.4390,3.4478,8.1303,0.5709
95,0.200214,1.142812,115.1460,0.244062,1.755721,66.4353,3.4509,8.1223,0.5706
96,0.200084,1.141183,115.1908,0.243744,1.752265,66.4295,3.4519,8.1996,0.5713
97,0.200029,1.140864,115.1362,0.243686,1.751663,66.4273,3.4526,8.1874,0.5706
98,0.199956,1.139783,115.1430,0.243593,1.750598,66.4142,3.4543,8.1744,0.5705
99,0.199854,1.139054,115.1059,0.243508,1.749482,66.4162,3.4576,8.1653,0.5699
100,0.199728,1.137445,115.1547,0.243230,1.746226,66.4093,3.4583,8.2412,0.5708
101,0.199680,1.137213,115.0954,0.243183,1.745658,66.4089,3.4595,8.2281,0.5702
102,0.199612,1.136127,115.1026,0.243116,1.744805,66.3946,3.4608,8.2132,0.5702
103,0.199478,1.135140,115.0760,0.242802,1.740678,66.4290,3.4699,8.2892,0.5690
104,0.199442,1.134241,115.1096,0.242857,1.741225,66.3858,3.4622,8.2750,0.5707
105,0.199364,1.133364,115.0711,0.242790,1.740511,66.3742,3.4636,8.2579,0.5705
106,0.199268,1.132756,115.0306,0.242747,1.739648,66.3783,3.4671,8.2452,0.5699
107,0.199196,1.132131,115.2342,0.242258,1.735665,66.1697,3.4502,8.2825,0.5767
108,0.199066,1.130628,115.0979,0.242249,1.736122,66.0640,3.4435,8.2693,0.5824
109,0.199005,1.129868,115.0367,0.242151,1.735528,66.0013,3.4445,8.2513,0.5847
110,0.198927,1.129267,114.9817,0.242068,1.734736,65.9587,3.4469,8.2367,0.5857
111,0.198829,1.128207,114.9635,0.241721,1.731101,65.9462,3.4540,8.3090,0.5857
112,0.198738,1.127545,115.1039,0.241971,1.733469,66.1091,3.4366,8.2861,0.5595
113,0.198429,1.126650,115.1115,0.241705,1.731574,65.8772,3.4368,8.2616,0.5841
114,0.198257,1.125247,114.6756,0.241767,1.729947,66.3388,3.4824,8.3089,0.5594
115,0.198599,1.125981,115.1512,0.241344,1.726385,66.2221,3.4755,8.3588,0.5644
116,0.198504,1.124228,115.0711,0.241478,1.727243,66.1462,3.4674,8.3426,0.5720
117,0.198434,1.123536,114.9832,0.241515,1.727214,66.1262,3.4685,8.3237,0.5754
118,0.198324,1.122718,114.9326,0.241322,1.724426,66.1592,3.4763,8.3956,0.5764
119,0.198303,1.122034,114.9429,0.241416,1.724968,66.1218,3.4703,8.3800,0.5795
120,0.198239,1.121160,114.8977,0.241459,1.725112,66.1136,3.4699,8.3578,0.5803
121,0.198191,1.120541,114.8164,0.241120,1.722222,65.9773,3.4618,8.4054,0.5863
122,0.198067,1.119430,114.8806,0.241379,1.723363,66.1119,3.4718,8.4133,0.5799
123,0.198079,1.119410,114.9475,0.241489,1.724152,66.3643,3.4736,8.3961,0.5499
124,0.198042,1.118724,114.9989,0.241360,1.721898,66.3498,3.4816,8.4657,0.5545
125,0.197989,1.118382,115.0996,0.241370,1.722226,66.2096,3.4670,8.4335,0.5625
126,0.197875,1.117116,114.8723,0.241376,1.722073,66.1340,3.4663,8.4068,0.5705
127,0.197830,1.116430,114.7485,0.241042,1.719128,65.9755,3.4593,8.4535,0.5800
128,0.197716,1.115338,114.7922,0.241292,1.720182,66.0896,3.4697,8.4585,0.5761
129,0.197747,1.114798,114.7090,0.241000,1.717741,65.9023,3.4562,8.4934,0.5851
130,0.197620,1.113862,114.7247,0.241274,1.718961,66.0410,3.4669,8.4957,0.5786
131,0.197627,1.113562,114.6806,0.241325,1.719192,66.0101,3.4642,8.4624,0.5806
132,0.197573,1.112896,114.5849,0.241019,1.716383,65.8787,3.4563,8.5049,0.5861
133,0.197448,1.111765,114.6432,0.241211,1.716853,66.0110,3.4689,8.5081,0.5797
134,0.197467,1.111167,114.5732,0.240881,1.713939,65.8394,3.4577,8.5431,0.5871
135,0.197332,1.109995,114.6044,0.241070,1.714334,65.9811,3.4714,8.5451,0.5800
136,0.197329,1.109584,114.5660,0.241069,1.713992,65.9598,3.4716,8.5125,0.5812
137,0.197281,1.108752,114.4815,0.240749,1.710895,65.8335,3.4653,8.5553,0.5866
138,0.197215,1.107746,114.5079,0.240770,1.710918,65.7966,3.4651,8.5378,0.5866
139,0.197140,1.106643,114.4721,0.240685,1.710256,65.6407,3.4422,8.5607,0.5904
140,0.196819,1.106435,114.7505,0.240814,1.710201,65.8731,3.4552,8.5605,0.5748
141,0.196763,1.104814,114.1334,0.240678,1.708233,65.7930,3.4744,8.5500,0.5936
142,0.196750,1.104321,114.3786,0.240494,1.705045,65.9102,3.4888,8.6212,0.5875
143,0.196752,1.103691,114.4316,0.240420,1.703989,65.8970,3.4910,8.6036,0.5874
144,0.196686,1.102420,114.4272,0.240341,1.702034,65.9286,3.4943,8.6595,0.5865
145,0.196679,1.102017,114.4312,0.240326,1.701488,65.9136,3.4955,8.6394,0.5870
146,0.196614,1.100977,114.4183,0.240278,1.699774,65.9411,3.4982,8.6934,0.5866
147,0.196612,1.100812,114.4165,0.240271,1.699305,65.9223,3.4994,8.6717,0.5874
148,0.196547,1.099844,114.4002,0.240238,1.697734,65.9481,3.5018,8.7241,0.5871
149,0.196549,1.099714,114.3958,0.240233,1.697307,65.9274,3.5031,8.7011,0.5881
150,0.196484,1.098773,114.3786,0.240213,1.695855,65.9534,3.5052,8.7524,0.5878
151,0.196490,1.098672,114.3726,0.240207,1.695749,65.9337,3.5066,8.7284,0.5888
152,0.196460,1.098084,114.3434,0.240332,1.696613,65.9352,3.5063,8.6914,0.5889
153,0.196401,1.097688,114.3099,0.240244,1.694995,65.9770,3.5124,8.7495,0.5883
154,0.196400,1.097487,114.3196,0.240184,1.694531,65.9651,3.5167,8.7310,0.5892
155,0.196349,1.096449,114.3101,0.240167,1.693479,65.9882,3.5183,8.7832,0.5894
156,0.196349,1.096381,114.3062,0.240146,1.693377,65.9630,3.5195,8.7597,0.5905
157,0.196293,1.095464,114.2880,0.240146,1.692502,65.9807,3.5196,8.8090,0.5908
158,0.196293,1.095466,114.2828,0.240127,1.692427,65.9595,3.5212,8.7848,0.5916
159,0.196237,1.094583,114.2680,0.240136,1.691598,65.9815,3.5215,8.8337,0.5916
160,0.196242,1.094617,114.2634,0.240114,1.691499,65.9618,3.5236,8.8092,0.5924
161,0.196186,1.093746,114.2487,0.240129,1.690716,65.9855,3.5240,8.8577,0.5923
162,0.196194,1.093804,114.2439,0.240104,1.690609,65.9655,3.5263,8.8326,0.5931
163,0.196138,1.092946,114.2289,0.240125,1.689872,65.9895,3.5265,8.8804,0.5930
164,0.196148,1.093027,114.2239,0.240141,1.689903,66.0473,3.5324,8.8599,0.5876
165,0.196401,1.093668,114.6566,0.240193,1.688426,66.5548,3.5672,8.9503,0.5490
166,0.196476,1.093027,114.7724,0.240238,1.689934,66.1206,3.5370,8.8815,0.5773
167,0.196068,1.091500,114.3778,0.240443,1.690735,66.0216,3.5201,8.9091,0.5871
168,0.196046,1.092045,114.1810,0.240307,1.689943,65.9705,3.5242,8.8830,0.5910
169,0.195984,1.091114,114.1635,0.240259,1.688700,66.0009,3.5279,8.9334,0.5914
170,0.196001,1.091125,114.1657,0.240209,1.688267,66.0591,3.5368,8.9144,0.5866
171,0.196254,1.091691,114.6085,0.240247,1.686784,66.5853,3.5735,9.0061,0.5481
172,0.196337,1.091029,114.7163,0.240262,1.687870,66.1521,3.5462,8.9402,0.5763
173,0.195941,1.089527,114.3237,0.240457,1.688738,66.0374,3.5279,8.9654,0.5871
174,0.195918,1.090100,114.1282,0.240315,1.687966,65.9775,3.5310,8.9368,0.5913
175,0.195758,1.089454,114.3776,0.240418,1.687661,66.1651,3.5338,8.9888,0.5776
176,0.195808,1.089762,114.2128,0.240428,1.688122,66.3962,3.5590,8.9001,0.5605
177,0.195890,1.089316,114.3759,0.240318,1.687519,66.1452,3.5397,8.9167,0.5786
178,0.195796,1.088881,114.1680,0.240100,1.684148,66.3462,3.5768,9.0246,0.5756
179,0.196113,1.088984,114.5504,0.240265,1.685363,66.5621,3.5818,9.0052,0.5495
180,0.196119,1.088555,114.5525,0.240179,1.685022,66.2053,3.5494,9.0108,0.5693
181,0.195763,1.087671,114.3131,0.240349,1.686541,66.0797,3.5402,8.9731,0.5826
182,0.194171,1.083267,114.6906,0.240561,1.693988,65.0653,3.4178,8.7623,0.6343
183,0.193814,1.085026,113.8530,0.240292,1.693136,65.0710,3.4184,8.6961,0.6214
184,0.193721,1.084084,113.9562,0.240141,1.692585,65.1607,3.4210,8.6887,0.6074
185,0.193700,1.084129,114.0538,0.239995,1.692025,65.2252,3.4237,8.6833,0.5967
186,0.193689,1.084047,114.1380,0.239862,1.691551,65.2664,3.4258,8.6775,0.5887
187,0.193679,1.084018,114.1962,0.239737,1.691109,65.2930,3.4278,8.6720,0.5826
188,0.193670,1.083988,114.2406,0.239620,1.690697,65.3092,3.4296,8.6667,0.5778
189,0.193643,1.083726,114.2611,0.239249,1.688607,65.1479,3.4261,8.6994,0.5884
190,0.193508,1.082945,114.0783,0.239177,1.687138,65.3319,3.4551,8.7283,0.5819
191,0.193708,1.083514,114.4013,0.239137,1.687694,65.2647,3.4436,8.7071,0.5803
192,0.193666,1.083279,114.3339,0.239098,1.688034,65.2393,3.4372,8.6958,0.5773
193,0.193646,1.083361,114.2884,0.238929,1.687595,65.0636,3.4295,8.6759,0.5881
194,0.193466,1.082539,114.0889,0.238936,1.686624,65.2650,3.4572,8.7055,0.5806
195,0.193671,1.083418,114.4010,0.238875,1.686968,65.2023,3.4474,8.6855,0.5788
196,0.193623,1.083011,114.2989,0.238476,1.684774,65.0076,3.4407,8.7141,0.5900
197,0.193476,1.082062,114.0847,0.238492,1.684447,65.0963,3.4519,8.7239,0.5872
198,0.193510,1.082473,114.2160,0.238380,1.683999,65.0204,3.4471,8.7088,0.5917
199,0.193494,1.081915,113.9769,0.238307,1.682729,65.1575,3.4673,8.7276,0.5858
200,0.193643,1.082257,114.3743,0.238208,1.682299,65.1514,3.4599,8.7597,0.5802
201,0.193671,1.082322,114.3494,0.238436,1.684781,65.1379,3.4486,8.6980,0.5760
202,0.193595,1.082403,114.2982,0.238324,1.684633,64.9761,3.4409,8.6784,0.5861
203,0.193410,1.081729,114.0826,0.238376,1.684424,65.0815,3.4541,8.6910,0.5832
204,0.193430,1.082111,114.2229,0.238054,1.682133,65.0108,3.4542,8.7307,0.5880
205,0.193463,1.081500,113.9982,0.237994,1.680927,65.1357,3.4730,8.7495,0.5831
206,0.193632,1.081866,114.3838,0.238030,1.681764,65.1219,3.4645,8.7333,0.5783
207,0.193605,1.081889,114.3288,0.238005,1.681991,65.1202,3.4612,8.7232,0.5736
208,0.193576,1.081722,114.3087,0.237799,1.680921,64.9435,3.4509,8.7498,0.5844
209,0.193432,1.080897,114.1052,0.238132,1.683025,65.0395,3.4562,8.7112,0.5819
210,0.193409,1.081581,114.2133,0.238060,1.682722,64.9716,3.4526,8.6977,0.5869
211,0.193368,1.080979,113.9700,0.237785,1.679604,65.1183,3.4779,8.7719,0.5812
212,0.193593,1.081461,114.3818,0.237821,1.680435,65.0959,3.4687,8.7560,0.5770
213,0.193567,1.081311,114.3268,0.237809,1.680754,65.0903,3.4647,8.7450,0.5728
214,0.193547,1.081280,114.2936,0.237705,1.680637,64.9143,3.4555,8.7259,0.5839
215,0.193356,1.080327,114.0763,0.237708,1.679761,65.0110,3.4654,8.7820,0.5811
216,0.193427,1.080926,114.2140,0.237883,1.681587,64.9285,3.4541,8.7187,0.5868
217,0.193339,1.080406,113.9371,0.237866,1.681157,64.9709,3.4606,8.7199,0.5862
218,0.193318,1.080593,114.1468,0.237615,1.679087,64.9500,3.4638,8.7657,0.5886
219,0.193368,1.080151,113.9517,0.237586,1.677980,65.0910,3.4835,8.7866,0.5828
220,0.193538,1.080589,114.3532,0.237649,1.678967,65.0785,3.4748,8.7707,0.5781
221,0.193509,1.080606,114.2941,0.237651,1.679350,65.0788,3.4710,8.7608,0.5735
222,0.193489,1.080549,114.2624,0.237559,1.679303,64.8958,3.4612,8.7417,0.5852
223,0.193300,1.079624,114.0363,0.237585,1.678600,64.9964,3.4704,8.7976,0.5820
224,0.193366,1.080234,114.1730,0.237771,1.680479,64.9089,3.4587,8.7340,0.5880
225,0.193285,1.079739,113.9005,0.237774,1.679592,65.0657,3.4792,8.7542,0.5816
226,0.193421,1.080247,114.2862,0.237599,1.679058,64.9549,3.4623,8.7760,0.5822
227,0.193303,1.079913,114.0825,0.237523,1.677868,65.0296,3.4773,8.7903,0.5803
228,0.193301,1.079361,114.1645,0.237627,1.678384,65.0403,3.4792,8.7889,0.5826
229,0.193312,1.079830,114.1725,0.237536,1.678111,64.9175,3.4705,8.7707,0.5901
230,0.193284,1.079141,113.8781,0.237520,1.677129,65.0531,3.4891,8.7900,0.5846
231,0.193445,1.079722,114.2724,0.237585,1.678088,65.0479,3.4808,8.7763,0.5794
232,0.193412,1.079634,114.2202,0.237526,1.677821,65.0358,3.4736,8.8099,0.5750
233,0.193282,1.079378,114.3039,0.237846,1.680418,64.9817,3.4648,8.7528,0.5809
234,0.193193,1.079072,113.9024,0.237554,1.677847,64.9685,3.4727,8.8034,0.5841
235,0.193237,1.079213,114.0847,0.237518,1.677642,64.9090,3.4689,8.7940,0.5888
236,0.193227,1.078591,113.8467,0.237517,1.676704,65.0575,3.4888,8.8148,0.5829
237,0.193390,1.079206,114.2458,0.237586,1.677644,65.0482,3.4809,8.8012,0.5784
238,0.193223,1.078896,114.2749,0.237636,1.678128,64.9768,3.4759,8.7909,0.5847
239,0.193206,1.078667,113.8579,0.237551,1.677396,64.9427,3.4775,8.7875,0.5883
240,0.193166,1.078502,114.0913,0.237788,1.678885,65.0983,3.4754,8.7914,0.5756
241,0.193170,1.079040,114.1501,0.237730,1.678187,65.0734,3.4817,8.7934,0.5800
242,0.193128,1.078286,114.1002,0.237601,1.676812,65.0524,3.4855,8.8432,0.5843
243,0.193194,1.078755,114.1248,0.237604,1.676862,65.1063,3.4837,8.8369,0.5767
244,0.193190,1.078555,114.1784,0.237631,1.676522,65.2314,3.4951,8.8469,0.5682
245,0.193184,1.077993,114.1003,0.237633,1.676916,65.0021,3.4850,8.8289,0.5878
246,0.193162,1.078351,114.0622,0.237663,1.677066,65.0850,3.4847,8.8246,0.5784
247,0.193149,1.078310,114.1177,0.237688,1.677272,65.1032,3.4821,8.8174,0.5752
248,0.193141,1.077725,113.7871,0.237581,1.676035,65.0348,3.4928,8.8261,0.5858
249,0.192206,1.074585,114.5160,0.238003,1.680966,64.7463,3.4393,8.7670,0.5990
250,0.192120,1.076132,113.8443,0.237954,1.681562,64.5752,3.4186,8.7390,0.6050
251,0.192067,1.075730,113.7557,0.237866,1.681179,64.5560,3.4173,8.7359,0.6030
252,0.191980,1.075454,113.8120,0.237883,1.681143,64.6366,3.4218,8.7421,0.5963
253,0.191998,1.075657,113.8233,0.237871,1.680910,64.6995,3.4261,8.7474,0.5909
254,0.192057,1.075739,113.9245,0.237851,1.681104,64.6493,3.4204,8.7395,0.5917
255,0.192046,1.075701,113.8507,0.237814,1.681116,64.6131,3.4169,8.7343,0.5917
256,0.191964,1.075488,113.8699,0.237772,1.680574,64.6281,3.4241,8.7430,0.5926
257,0.191963,1.075283,113.8163,0.237770,1.680603,64.5855,3.4226,8.7407,0.5966
258,0.191971,1.075484,113.7951,0.237769,1.680420,64.6531,3.4271,8.7463,0.5909
259,0.192029,1.075587,113.9012,0.237764,1.680695,64.6077,3.4213,8.7387,0.5914
260,0.191946,1.075417,113.8791,0.237737,1.680582,64.5534,3.4195,8.7355,0.5957
261,0.191958,1.075246,113.6406,0.237683,1.680077,64.5394,3.4226,8.7385,0.5978
262,0.191930,1.075164,113.8365,0.237700,1.680202,64.5128,3.4213,8.7368,0.6003
263,0.191948,1.075113,113.6029,0.237657,1.679788,64.5044,3.4240,8.7396,0.6017
264,0.191994,1.075206,113.7535,0.237683,1.680146,64.5048,3.4208,8.7359,0.5990
265,0.191913,1.075157,113.7941,0.237732,1.680313,64.5821,3.4244,8.7415,0.5927
266,0.191928,1.075359,113.7797,0.237692,1.680042,64.5380,3.4237,8.7398,0.5963
267,0.191907,1.074984,113.7227,0.237696,1.680025,64.5116,3.4236,8.7396,0.5991
268,0.191912,1.075185,113.7153,0.237732,1.680309,64.5382,3.4210,8.7366,0.5953
269,0.191907,1.075247,113.7308,0.237737,1.680082,64.6198,3.4271,8.7448,0.5889
270,0.191430,1.073629,114.0271,0.237806,1.681208,64.4639,3.4092,8.7223,0.5980
271,0.191414,1.073852,113.6502,0.237816,1.681774,64.3279,3.3956,8.7046,0.6059
272,0.191351,1.073769,113.6086,0.237818,1.681723,64.3583,3.3973,8.7074,0.6031
273,0.191358,1.073826,113.6078,0.237820,1.681676,64.3857,3.3986,8.7097,0.6005
274,0.191381,1.073868,113.6570,0.237816,1.681785,64.3655,3.3959,8.7066,0.6005
275,0.191341,1.073778,113.6479,0.237800,1.681695,64.3388,3.3950,8.7056,0.6025
276,0.191352,1.073678,113.5212,0.237777,1.681526,64.3175,3.3949,8.7055,0.6043
277,0.191330,1.073630,113.6117,0.237794,1.681545,64.3575,3.3971,8.7092,0.6011
278,0.191340,1.073741,113.6115,0.237807,1.681568,64.3850,3.3981,8.7113,0.5986
279,0.191327,1.073726,113.6856,0.237801,1.681549,64.3579,3.3970,8.7100,0.6007
280,0.191338,1.073652,113.5475,0.237783,1.681436,64.3303,3.3961,8.7089,0.6029
281,0.191317,1.073596,113.6210,0.237778,1.681396,64.3125,3.3957,8.7086,0.6044
282,0.191330,1.073531,113.4957,0.237764,1.681288,64.2929,3.3953,8.7082,0.6060
283,0.191309,1.073503,113.5866,0.237788,1.681349,64.3345,3.3974,8.7119,0.6026
284,0.191319,1.073624,113.5866,0.237805,1.681403,64.3635,3.3984,8.7139,0.5999
285,0.191305,1.073617,113.6612,0.237804,1.681411,64.3372,3.3971,8.7125,0.6020
286,0.191316,1.073548,113.5227,0.237789,1.681318,64.3106,3.3962,8.7114,0.6040
