epoch,train_loss,train_mae,train_mape,val_loss,val_mae,val_mape,mean_alpha,mean_K,mean_beta
24,0.182836,1.080386,95.1678,0.431782,2.123415,238.1223,4.9357,8.5528,0.3345
25,0.185697,1.086964,95.7131,0.425894,2.096336,234.4320,4.8140,8.4362,0.2764
26,0.182292,1.078053,95.1386,0.436534,2.102279,240.0110,4.9548,8.6331,0.3405
27,0.183024,1.071489,95.3029,0.438912,2.110326,242.3421,5.0091,8.7217,0.2433
28,0.185621,1.086207,96.5236,0.426053,2.062665,234.1879,4.7383,8.5232,0.2635
29,0.180383,1.065971,94.8665,0.460054,2.132078,253.5312,5.3596,9.1604,0.2661
30,0.189386,1.088597,97.2688,0.417300,2.039254,229.7655,4.6349,8.4522,0.2891
31,0.179216,1.069328,94.3086,0.464819,2.117084,254.6678,5.4506,9.2341,0.3934
32,0.189006,1.084634,97.6761,0.430855,2.052053,237.5003,4.8455,8.7523,0.1715
33,0.180002,1.067658,94.4089,0.448102,2.067122,245.2105,5.1248,9.0318,0.5057
34,0.188841,1.086457,96.6099,0.472564,2.131755,259.1909,5.7229,9.2997,0.2424
35,0.194019,1.097047,100.7876,0.461888,2.121950,253.4489,5.6731,9.1898,0.3130
36,0.191104,1.093221,99.0320,0.455249,2.111520,249.9144,5.6195,9.1980,0.3195
37,0.190141,1.093366,98.4678,0.452921,2.102489,248.4524,5.5535,9.3462,0.3210
38,0.189457,1.091307,98.2622,0.447411,2.093279,245.7128,5.4910,9.3533,0.3266
39,0.189648,1.094052,97.7773,0.441856,2.079392,242.4486,5.3821,9.3363,0.3452
40,0.188906,1.090996,97.4107,0.434236,2.064546,238.4250,5.2326,9.3060,0.3750
41,0.187951,1.089182,97.1228,0.431327,2.058282,236.9382,5.1758,9.3411,0.3987
42,0.187569,1.089589,96.7198,0.429074,2.053114,235.6679,5.1736,9.2832,0.4095
43,0.187085,1.087853,96.8869,0.427174,2.047487,234.8110,5.1213,9.3395,0.3927
44,0.186940,1.088574,96.4233,0.425966,2.043500,234.0169,5.1283,9.2873,0.4082
45,0.186607,1.086591,96.6480,0.424472,2.039713,233.4744,5.0827,9.3480,0.3935
46,0.186571,1.087874,96.2249,0.423709,2.036152,232.8624,5.0924,9.2994,0.4097
47,0.186475,1.087177,96.5036,0.421797,2.032384,232.0708,5.0563,9.3298,0.3917
48,0.186281,1.086782,96.1048,0.420665,2.028212,231.3768,5.0339,9.3533,0.4115
49,0.186033,1.086734,96.3327,0.419283,2.024182,230.7650,5.0048,9.3861,0.3933
50,0.185480,1.083803,95.9086,0.418765,2.021598,230.5476,4.9773,9.4483,0.4187
51,0.185360,1.085797,96.1115,0.418239,2.017507,230.1513,4.9818,9.4145,0.3988
52,0.185117,1.082926,95.7339,0.417057,2.016180,229.6958,4.9659,9.4458,0.4211
53,0.184867,1.084232,95.9501,0.416011,2.010554,228.9700,4.9543,9.4084,0.4065
54,0.184493,1.081240,95.5034,0.415801,2.011045,229.0819,4.9524,9.4601,0.4278
55,0.183930,1.075754,96.3441,0.377998,1.927449,206.5613,4.1531,8.9359,0.5979
56,0.177508,1.062625,94.0482,0.386241,1.938287,211.3957,4.2748,9.1295,0.5095
57,0.178156,1.062557,94.2712,0.384299,1.937741,210.5365,4.2523,9.0923,0.5292
58,0.178000,1.063008,94.3878,0.385843,1.938412,211.4549,4.2598,9.1645,0.5125
59,0.177994,1.062689,94.4847,0.386104,1.938575,211.7431,4.2596,9.1769,0.5018
60,0.177938,1.062573,94.2034,0.385504,1.937827,211.3423,4.2663,9.1073,0.5200
61,0.177911,1.062109,94.3854,0.386643,1.938170,212.0812,4.2689,9.1792,0.5053
62,0.177838,1.061233,94.1340,0.387102,1.938296,212.3706,4.2758,9.1950,0.5208
